

Data analysis for each instance 
AVG,MED,MAX,MIN
0.369,0.372,0.373,0.298,
0.346,0.352,0.366,0.308,
0.356,0.359,0.373,0.308,
0.343,0.348,0.36,0.312,
0.355,0.348,0.363,0.332,
0.343,0.342,0.363,0.34,
0.351,0.354,0.356,0.281,
0.356,0.358,0.367,0.316,
0.329,0.33,0.331,0.31,
0.345,0.34,0.366,0.301,
0.347,0.348,0.369,0.289,
0.356,0.357,0.368,0.31,
0.343,0.354,0.356,0.258,
0.338,0.34,0.342,0.25,
0.352,0.346,0.362,0.302,
0.353,0.351,0.365,0.324,
0.381,0.38,0.385,0.314,
0.264,0.264,0.264,0.264,
0.361,0.361,0.365,0.315,
0.265,0.265,0.265,0.265,
0.356,0.364,0.369,0.328,
0.358,0.359,0.36,0.301,
0.355,0.357,0.373,0.3,
0.357,0.358,0.369,0.294,
0.316,0.334,0.341,0.247,
0.362,0.366,0.373,0.315,
0.355,0.358,0.359,0.285,
0.346,0.346,0.356,0.319,
0.36,0.361,0.361,0.319,
0.358,0.358,0.358,0.338,
0.358,0.361,0.383,0.251,
0.364,0.361,0.368,0.323,
0.341,0.336,0.352,0.297,
0.372,0.378,0.378,0.273,
0.355,0.355,0.358,0.311,
0.344,0.342,0.35,0.317,
0.355,0.353,0.361,0.311,
0.352,0.356,0.365,0.297,
0.361,0.361,0.367,0.308,
0.371,0.373,0.373,0.309,
0.374,0.377,0.378,0.282,
0.265,0.265,0.265,0.265,
0.344,0.345,0.351,0.299,
0.35,0.342,0.36,0.312,
0.297,0.297,0.297,0.297,
0.348,0.348,0.355,0.268,
0.348,0.344,0.353,0.33,
0.359,0.362,0.37,0.267,
0.36,0.361,0.364,0.296,
0.353,0.346,0.363,0.315,
0.364,0.367,0.367,0.3,
0.358,0.356,0.373,0.293,
0.353,0.365,0.372,0.324,
0.356,0.356,0.359,0.318,
0.35,0.349,0.367,0.311,
0.286,0.286,0.286,0.286,
0.353,0.353,0.358,0.316,
0.341,0.338,0.359,0.311,
0.367,0.369,0.387,0.315,
0.277,0.277,0.277,0.277,
0.342,0.341,0.348,0.323,
0.341,0.331,0.356,0.316,
0.28,0.28,0.28,0.28,
0.354,0.355,0.361,0.303,
0.362,0.366,0.369,0.286,
0.352,0.35,0.36,0.324,
0.264,0.264,0.264,0.264,
0.366,0.367,0.367,0.301,
0.36,0.352,0.371,0.327,
0.382,0.383,0.383,0.321,
0.345,0.337,0.355,0.33,
0.277,0.277,0.277,0.277,
0.361,0.367,0.369,0.306,
0.364,0.367,0.369,0.314,
0.362,0.365,0.368,0.293,
0.334,0.335,0.347,0.328,
0.345,0.351,0.359,0.293,
0.336,0.342,0.354,0.295,
0.234,0.234,0.234,0.234,
0.315,0.326,0.327,0.293,
0.357,0.362,0.363,0.289,
0.348,0.349,0.352,0.316,
0.364,0.364,0.367,0.315,
0.352,0.35,0.36,0.281,
0.358,0.358,0.359,0.311,
0.337,0.338,0.37,0.298,
0.353,0.355,0.369,0.323,
0.355,0.353,0.369,0.301,
0.352,0.353,0.361,0.302,
0.358,0.367,0.369,0.32,
0.351,0.356,0.356,0.268,
0.332,0.333,0.346,0.302,
0.363,0.36,0.37,0.31,
0.363,0.369,0.37,0.305,
0.276,0.276,0.276,0.276,
0.346,0.343,0.357,0.32,
0.346,0.354,0.355,0.306,
0.367,0.375,0.375,0.28,
0.345,0.366,0.366,0.304,
0.356,0.354,0.36,0.325,
0.28,0.28,0.28,0.28,
0.35,0.349,0.361,0.305,
0.357,0.36,0.362,0.279,
0.351,0.351,0.351,0.334,
0.285,0.285,0.285,0.285,
0.35,0.369,0.38,0.281,
0.339,0.329,0.373,0.254,
0.347,0.351,0.354,0.31,
0.361,0.355,0.369,0.322,
0.367,0.366,0.384,0.307,
0.343,0.34,0.35,0.319,
0.287,0.287,0.287,0.287,
0.369,0.361,0.383,0.293,
0.376,0.375,0.385,0.29,
0.37,0.367,0.378,0.309,
0.356,0.357,0.357,0.314,
0.344,0.345,0.345,0.322,
0.269,0.269,0.269,0.269,
0.354,0.358,0.359,0.295,
0.372,0.373,0.377,0.312,
0.349,0.349,0.35,0.311,
0.232,0.232,0.232,0.232,
0.348,0.349,0.35,0.312,
0.357,0.358,0.373,0.32,
0.279,0.279,0.279,0.279,
0.357,0.358,0.366,0.31,
0.357,0.361,0.363,0.301,
0.269,0.269,0.269,0.269,
0.353,0.352,0.355,0.334,
0.358,0.359,0.36,0.296,
0.341,0.342,0.342,0.329,
0.301,0.301,0.301,0.301,
0.366,0.366,0.368,0.307,
0.222,0.222,0.222,0.222,
0.343,0.343,0.365,0.321,
0.356,0.357,0.357,0.306,
0.348,0.363,0.365,0.298,
0.36,0.363,0.364,0.308,
0.348,0.346,0.355,0.292,
0.346,0.348,0.355,0.314,
0.253,0.253,0.253,0.253,
0.358,0.359,0.372,0.297,
0.352,0.357,0.358,0.335,
0.351,0.345,0.359,0.335,
0.356,0.356,0.368,0.317,
0.293,0.293,0.293,0.293,
0.361,0.361,0.364,0.285,
0.348,0.348,0.359,0.316,
0.288,0.288,0.288,0.288,
0.319,0.319,0.319,0.319,
0.31,0.31,0.314,0.31,
0.303,0.303,0.314,0.303,
0.331,0.329,0.337,0.313,
0.288,0.288,0.288,0.288,
0.339,0.339,0.339,0.339,
0.302,0.302,0.302,0.302,
0.319,0.319,0.319,0.319,
0.271,0.271,0.271,0.271,
0.326,0.326,0.326,0.326,
0.324,0.324,0.324,0.324,
0.296,0.296,0.296,0.296,
0.309,0.309,0.309,0.309,
0.312,0.312,0.312,0.312,
0.279,0.279,0.279,0.279,
0.297,0.297,0.297,0.297,
0.337,0.333,0.36,0.254,
0.321,0.321,0.326,0.321,
0.269,0.269,0.269,0.269,
0.351,0.354,0.365,0.321,
0.355,0.355,0.359,0.306,
0.353,0.354,0.358,0.327,
0.301,0.301,0.301,0.301,
0.335,0.339,0.341,0.311,
0.307,0.307,0.307,0.307,
0.312,0.312,0.312,0.312,
0.328,0.326,0.331,0.323,
0.277,0.277,0.277,0.277,
0.313,0.313,0.313,0.313,
0.239,0.239,0.239,0.239,
0.343,0.334,0.36,0.321,
0.294,0.294,0.294,0.294,
0.374,0.376,0.38,0.322,
0.347,0.347,0.354,0.29,
0.328,0.328,0.33,0.327,
0.362,0.36,0.369,0.288,
0.359,0.36,0.368,0.317,
0.333,0.332,0.372,0.264,
0.275,0.275,0.275,0.275,
0.375,0.376,0.376,0.322,




Further Data analysis of all test cases 
avg med max min 
AVGs,0.319,0.319,0.382,0.137,
MEDs,0.319,0.319,0.383,0.137,
MAXs,0.323,0.324,0.388,0.137,
MINs,0.3,0.304,0.347,0.137,



