

Data analysis for each instance 
AVG,MED,MAX,MIN
0.914,0.914,0.914,0.914,
0.955,0.955,0.955,0.955,
0.971,0.971,0.971,0.971,
0.971,0.971,0.971,0.971,
0.956,0.956,0.956,0.956,
0.933,0.933,0.933,0.933,
0.997,0.997,0.997,0.997,
0.965,0.965,0.965,0.965,
0.953,0.953,0.953,0.953,
0.951,0.951,0.951,0.951,
0.988,0.988,0.988,0.988,
0.958,0.958,0.958,0.958,
0.986,0.986,0.986,0.986,
0.951,0.951,0.951,0.951,
0.965,0.965,0.965,0.965,
0.921,0.921,0.921,0.921,
0.935,0.935,0.935,0.935,
0.961,0.961,0.961,0.961,
0.973,0.973,0.973,0.973,
0.941,0.941,0.941,0.941,
0.898,0.898,0.898,0.898,
0.921,0.921,0.921,0.921,
0.903,0.903,0.903,0.903,
0.946,0.946,0.946,0.946,
0.964,0.964,0.964,0.964,
0.983,0.983,0.983,0.983,
0.975,0.975,0.975,0.975,
0.966,0.966,0.966,0.966,
0.945,0.945,0.945,0.945,
0.955,0.955,0.955,0.955,
0.978,0.978,0.978,0.978,
0.935,0.935,0.935,0.935,
0.921,0.921,0.921,0.921,
0.961,0.961,0.961,0.961,
0.92,0.92,0.92,0.92,
0.954,0.954,0.954,0.954,
0.948,0.948,0.948,0.948,
0.913,0.913,0.913,0.913,
0.931,0.931,0.931,0.931,
0.953,0.953,0.953,0.953,
0.944,0.944,0.944,0.944,
0.95,0.95,0.95,0.95,
0.959,0.959,0.959,0.959,
0.908,0.908,0.908,0.908,
0.945,0.945,0.945,0.945,
0.945,0.945,0.945,0.945,
0.873,0.873,0.873,0.873,
0.96,0.96,0.96,0.96,
0.953,0.953,0.953,0.953,
0.937,0.937,0.937,0.937,
0.989,0.989,0.989,0.989,
0.943,0.943,0.943,0.943,
0.991,0.991,0.991,0.991,
0.942,0.942,0.942,0.942,
0.88,0.88,0.88,0.88,
0.972,0.972,0.972,0.972,
0.951,0.951,0.951,0.951,
0.927,0.927,0.927,0.927,
0.964,0.964,0.964,0.964,
0.942,0.942,0.942,0.942,
0.991,0.991,0.991,0.991,
0.97,0.97,0.97,0.97,
0.989,0.989,0.989,0.989,
0.952,0.952,0.952,0.952,
0.891,0.891,0.891,0.891,
0.963,0.963,0.963,0.963,
0.94,0.94,0.94,0.94,
0.945,0.945,0.945,0.945,
0.913,0.913,0.913,0.913,
0.93,0.93,0.93,0.93,
1,1,1,1,
0.929,0.929,0.929,0.929,
0.983,0.983,0.983,0.983,
0.911,0.911,0.911,0.911,
0.921,0.921,0.921,0.921,
0.984,0.984,0.984,0.984,
0.951,0.951,0.951,0.951,
0.961,0.961,0.961,0.961,
0.936,0.936,0.936,0.936,
0.949,0.949,0.949,0.949,
0.951,0.951,0.951,0.951,
0.929,0.929,0.929,0.929,
0.91,0.91,0.91,0.91,
0.946,0.946,0.946,0.946,
0.966,0.966,0.966,0.966,
0.972,0.972,0.972,0.972,
0.904,0.904,0.904,0.904,
0.906,0.906,0.906,0.906,
0.956,0.956,0.956,0.956,
0.923,0.923,0.923,0.923,
0.958,0.958,0.958,0.958,
0.952,0.952,0.952,0.952,
0.9,0.9,0.9,0.9,
0.965,0.965,0.965,0.965,
0.939,0.939,0.939,0.939,
0.909,0.909,0.909,0.909,
0.964,0.964,0.964,0.964,
0.961,0.961,0.961,0.961,
0.943,0.943,0.943,0.943,
0.945,0.945,0.945,0.945,


1,1,1,1,
0.978,0.978,0.978,0.978,
1,1,1,1,
0.989,0.989,0.989,0.989,
1,1,1,1,
0.967,0.967,0.967,0.967,
0.991,0.991,0.991,0.991,
0.973,0.973,0.973,0.973,
0.99,0.99,0.99,0.99,
1,1,1,1,
0.969,0.969,0.969,0.969,
1,1,1,1,
0.99,0.99,0.99,0.99,
1,1,1,1,
0.974,0.974,0.974,0.974,
0.937,0.937,0.937,0.937,
0.913,0.913,0.913,0.913,
0.969,0.969,0.969,0.969,
0.919,0.919,0.919,0.919,
1,1,1,1,
0.948,0.948,0.948,0.948,
0.953,0.953,0.953,0.953,
0.943,0.943,0.943,0.943,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.977,0.977,0.977,0.977,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.965,0.965,0.965,0.965,
1,1,1,1,
0.978,0.978,0.978,0.978,
0.953,0.953,0.953,0.953,
0.951,0.951,0.951,0.951,
0.967,0.967,0.967,0.967,
0.972,0.972,0.972,0.972,
1,1,1,1,
1,1,1,1,
0.974,0.974,0.974,0.974,
0.969,0.969,0.969,0.969,
1,1,1,1,
1,1,1,1,
0.98,0.98,0.98,0.98,
0.949,0.949,0.949,0.949,
0.919,0.919,0.919,0.919,
0.941,0.941,0.941,0.941,
0.995,0.995,0.995,0.995,
0.945,0.945,0.945,0.945,
0.982,0.982,0.982,0.982,
0.947,0.947,0.947,0.947,
0.981,0.981,0.981,0.981,
0.974,0.974,0.974,0.974,
0.96,0.96,0.96,0.96,
0.992,0.992,0.992,0.992,
0.934,0.934,0.934,0.934,
1,1,1,1,
0.991,0.991,0.991,0.991,
0.949,0.949,0.949,0.949,
1,1,1,1,
0.997,0.997,0.997,0.997,
0.999,0.999,0.999,0.999,
0.976,0.976,0.976,0.976,
0.937,0.937,0.937,0.937,
0.956,0.956,0.956,0.956,
0.926,0.926,0.926,0.926,
1,1,1,1,
0.936,0.936,0.936,0.936,
1,1,1,1,
0.999,0.999,0.999,0.999,
0.969,0.969,0.969,0.969,
1,1,1,1,
0.997,0.997,0.997,0.997,
0.982,0.982,0.982,0.982,
0.971,0.971,0.971,0.971,
0.994,0.994,0.994,0.994,
0.969,0.969,0.969,0.969,
1,1,1,1,
0.942,0.942,0.942,0.942,
1,1,1,1,
1,1,1,1,
0.907,0.907,0.907,0.907,
0.996,0.996,0.996,0.996,
1,1,1,1,
0.998,0.998,0.998,0.998,
1,1,1,1,
1,1,1,1,
0.963,0.963,0.963,0.963,
1,1,1,1,
0.958,0.958,0.958,0.958,
1,1,1,1,
1,1,1,1,
0.997,0.997,0.997,0.997,
1,1,1,1,
0.971,0.971,0.971,0.971,
1,1,1,1,
1,1,1,1,
0.975,0.975,0.975,0.975,
0.999,0.999,0.999,0.999,


0.876,0.876,0.876,0.876,
0.982,0.982,0.982,0.982,
0.969,0.969,0.969,0.969,
0.985,0.985,0.985,0.985,
0.922,0.922,0.922,0.922,
0.974,0.974,0.974,0.974,
0.948,0.948,0.948,0.948,
0.938,0.938,0.938,0.938,
1,1,1,1,
0.946,0.946,0.946,0.946,
0.995,0.995,0.995,0.995,
0.973,0.973,0.973,0.973,
1,1,1,1,
0.985,0.985,0.985,0.985,
0.955,0.955,0.955,0.955,
0.959,0.959,0.959,0.959,
0.968,0.968,0.968,0.968,
0.99,0.99,0.99,0.99,
1,1,1,1,
0.954,0.954,0.954,0.954,
0.948,0.948,0.948,0.948,
0.946,0.946,0.946,0.946,
0.93,0.93,0.93,0.93,
0.973,0.973,0.973,0.973,
0.929,0.929,0.929,0.929,
0.975,0.975,0.975,0.975,
