

Data analysis for each instance 
AVG,MED,MAX,MIN
0.971,0.971,0.971,0.971,
0.955,0.955,0.955,0.955,
1,1,1,1,
1,1,1,1,
0.995,0.995,0.995,0.995,
0.959,0.959,0.959,0.959,
0.978,0.978,0.978,0.978,
0.97,0.97,0.97,0.97,
0.917,0.917,0.917,0.917,
1,1,1,1,
0.969,0.969,0.969,0.969,
0.984,0.984,0.984,0.984,
0.975,0.975,0.975,0.975,
0.963,0.963,0.963,0.963,
0.978,0.978,0.978,0.978,
0.953,0.953,0.953,0.953,
0.927,0.927,0.927,0.927,
0.982,0.982,0.982,0.982,
1,1,1,1,
0.977,0.977,0.977,0.977,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.957,0.957,0.957,0.957,
0.959,0.959,0.959,0.959,
0.92,0.92,0.92,0.92,
0.96,0.96,0.96,0.96,
0.989,0.989,0.989,0.989,
0.982,0.982,0.982,0.982,
0.937,0.937,0.937,0.937,
0.992,0.992,0.992,0.992,
0.944,0.944,0.944,0.944,
1,1,1,1,
1,1,1,1,
0.954,0.954,0.954,0.954,
1,1,1,1,
0.969,0.969,0.969,0.969,
0.932,0.932,0.932,0.932,
0.998,0.998,0.998,0.998,
1,1,1,1,
0.983,0.983,0.983,0.983,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.955,0.955,0.955,0.955,
0.995,0.995,0.995,0.995,
0.982,0.982,0.982,0.982,
0.984,0.984,0.984,0.984,
0.938,0.938,0.938,0.938,
1,1,1,1,
0.927,0.927,0.927,0.927,
0.936,0.936,0.936,0.936,
1,1,1,1,
0.99,0.99,0.99,0.99,
0.95,0.95,0.95,0.95,
0.942,0.942,0.942,0.942,
0.965,0.965,0.965,0.965,
0.989,0.989,0.989,0.989,
0.997,0.997,0.997,0.997,
1,1,1,1,
0.989,0.989,0.989,0.989,
0.958,0.958,0.958,0.958,
0.999,0.999,0.999,0.999,
1,1,1,1,
0.976,0.976,0.976,0.976,
1,1,1,1,
1,1,1,1,
0.991,0.991,0.991,0.991,
0.976,0.976,0.976,0.976,
0.952,0.952,0.952,0.952,
0.96,0.96,0.96,0.96,
0.903,0.903,0.903,0.903,
1,1,1,1,
0.976,0.976,0.976,0.976,
0.994,0.994,0.994,0.994,
0.973,0.973,0.973,0.973,
1,1,1,1,
0.961,0.961,0.961,0.961,
0.919,0.919,0.919,0.919,
0.981,0.981,0.981,0.981,
1,1,1,1,
0.991,0.991,0.991,0.991,
1,1,1,1,
1,1,1,1,


0.936,0.936,0.936,0.936,
1,1,1,1,
0.961,0.961,0.961,0.961,
1,1,1,1,
0.941,0.941,0.941,0.941,
1,1,1,1,
0.982,0.982,0.982,0.982,
1,1,1,1,
0.984,0.984,0.984,0.984,
0.977,0.977,0.977,0.977,
0.956,0.956,0.956,0.956,
0.992,0.992,0.992,0.992,
0.963,0.963,0.963,0.963,
0.992,0.992,0.992,0.992,
0.995,0.995,0.995,0.995,
0.963,0.963,0.963,0.963,
0.994,0.994,0.994,0.994,
0.966,0.966,0.966,0.966,
0.964,0.964,0.964,0.964,
0.956,0.956,0.956,0.956,
0.972,0.972,0.972,0.972,
0.992,0.992,0.992,0.992,
0.939,0.939,0.939,0.939,
0.95,0.95,0.95,0.95,
0.968,0.968,0.968,0.968,
1,1,1,1,
0.956,0.956,0.956,0.956,
1,1,1,1,
0.972,0.972,0.972,0.972,
0.909,0.909,0.909,0.909,
0.986,0.986,0.986,0.986,
0.986,0.986,0.986,0.986,
0.989,0.989,0.989,0.989,
0.99,0.99,0.99,0.99,
0.962,0.962,0.962,0.962,
0.991,0.991,0.991,0.991,
0.977,0.977,0.977,0.977,
0.987,0.987,0.987,0.987,
0.954,0.954,0.954,0.954,
1,1,1,1,
0.948,0.948,0.948,0.948,
0.95,0.95,0.95,0.95,
0.999,0.999,0.999,0.999,
0.967,0.967,0.967,0.967,
1,1,1,1,
0.958,0.958,0.958,0.958,
0.968,0.968,0.968,0.968,
0.941,0.941,0.941,0.941,
1,1,1,1,
0.956,0.956,0.956,0.956,
0.999,0.999,0.999,0.999,
1,1,1,1,
0.971,0.971,0.971,0.971,
0.964,0.964,0.964,0.964,
0.98,0.98,0.98,0.98,
0.958,0.958,0.958,0.958,
0.969,0.969,0.969,0.969,
0.977,0.977,0.977,0.977,
0.958,0.958,0.958,0.958,
0.947,0.947,0.947,0.947,
0.96,0.96,0.96,0.96,
0.995,0.995,0.995,0.995,
0.973,0.973,0.973,0.973,
0.979,0.979,0.979,0.979,
1,1,1,1,
0.988,0.988,0.988,0.988,
0.911,0.911,0.911,0.911,
0.959,0.959,0.959,0.959,
0.936,0.936,0.936,0.936,
0.975,0.975,0.975,0.975,
0.978,0.978,0.978,0.978,
1,1,1,1,
0.939,0.939,0.939,0.939,
0.99,0.99,0.99,0.99,
0.947,0.947,0.947,0.947,
0.961,0.961,0.961,0.961,
0.977,0.977,0.977,0.977,
1,1,1,1,
1,1,1,1,
0.943,0.943,0.943,0.943,
0.981,0.981,0.981,0.981,
0.94,0.94,0.94,0.94,
0.904,0.904,0.904,0.904,
0.956,0.956,0.956,0.956,
0.977,0.977,0.977,0.977,
0.949,0.949,0.949,0.949,
0.909,0.909,0.909,0.909,
0.993,0.993,0.993,0.993,
0.967,0.967,0.967,0.967,
0.937,0.937,0.937,0.937,
1,1,1,1,
0.98,0.98,0.98,0.98,
0.901,0.901,0.901,0.901,
0.936,0.936,0.936,0.936,
0.963,0.963,0.963,0.963,
0.974,0.974,0.974,0.974,
0.997,0.997,0.997,0.997,
0.945,0.945,0.945,0.945,
0.947,0.947,0.947,0.947,
0.973,0.973,0.973,0.973,




Further Data analysis of all test cases 
avg med max min 
AVGs,0.948,0.949,1,0.897,
MEDs,0.948,0.949,1,0.897,
MEDs,0.948,0.949,1,0.897,
MEDs,0.948,0.949,1,0.897,


AVGs,0.979,0.989,1,0.906,
MEDs,0.979,0.989,1,0.906,
MEDs,0.979,0.989,1,0.906,
MEDs,0.979,0.989,1,0.906,


AVGs,0.962,0.963,1,0.875,
MEDs,0.962,0.963,1,0.875,
MEDs,0.962,0.963,1,0.875,
MEDs,0.962,0.963,1,0.875,


AVGs,0.969,0.97,1,0.904,
MEDs,0.969,0.97,1,0.904,
MEDs,0.969,0.97,1,0.904,
MEDs,0.969,0.97,1,0.904,


AVGs,0.976,0.982,1,0.902,
MEDs,0.976,0.982,1,0.902,
MEDs,0.976,0.982,1,0.902,
MEDs,0.976,0.982,1,0.902,


AVGs,0.97,0.972,1,0.901,
MEDs,0.97,0.972,1,0.901,
MEDs,0.97,0.972,1,0.901,
MEDs,0.97,0.972,1,0.901,



