

Data analysis for each instance 
AVG,MED,MAX,MIN
-0.033,-0.033,-0.033,-0.033,
-0.079,-0.079,-0.079,-0.079,
-0.014,-0.014,-0.014,-0.014,
0.03,0.03,0.03,0.03,
0.004,0.004,0.004,0.004,
-0.008,-0.008,-0.008,-0.008,
-0.043,-0.043,-0.043,-0.043,
-0.036,-0.036,-0.036,-0.036,
-0.07,-0.07,-0.07,-0.07,
-0.013,-0.013,-0.013,-0.013,
-0.051,-0.051,-0.051,-0.051,
-0.022,-0.022,-0.022,-0.022,
-0.068,-0.068,-0.068,-0.068,
-0.075,-0.075,-0.075,-0.075,
0.024,0.024,0.024,0.024,
-0.01,-0.01,-0.01,-0.01,
0.008,0.008,0.008,0.008,
0.036,0.036,0.036,0.036,
0.026,0.026,0.026,0.026,
0.034,0.034,0.034,0.034,
0.001,0.001,0.001,0.001,
0.028,0.028,0.028,0.028,
0.026,0.026,0.026,0.026,
0.008,0.008,0.008,0.008,
0.053,0.053,0.053,0.053,
-0.12,-0.12,-0.12,-0.12,
-0.058,-0.058,-0.058,-0.058,
0.01,0.01,0.01,0.01,
0.043,0.043,0.043,0.043,
0.026,0.026,0.026,0.026,
0.054,0.054,0.054,0.054,
0.045,0.045,0.045,0.045,
0.022,0.022,0.022,0.022,
0.031,0.031,0.031,0.031,
0.052,0.052,0.052,0.052,
-0.029,-0.029,-0.029,-0.029,
-0.04,-0.04,-0.04,-0.04,
0.079,0.079,0.079,0.079,
0.018,0.018,0.018,0.018,
0.005,0.005,0.005,0.005,
-0.058,-0.058,-0.058,-0.058,
0.023,0.023,0.023,0.023,
-0.079,-0.079,-0.079,-0.079,
0.023,0.023,0.023,0.023,
0.059,0.059,0.059,0.059,
-0.013,-0.013,-0.013,-0.013,
-0.01,-0.01,-0.01,-0.01,
-0.041,-0.041,-0.041,-0.041,
0.025,0.025,0.025,0.025,
0.006,0.006,0.006,0.006,
-0.047,-0.047,-0.047,-0.047,


-0.061,-0.061,-0.035,-0.094,
-0.001,-0.003,0.01,-0.011,
-0.007,-0.012,0.035,-0.012,
-0.036,-0.033,0,-0.055,
-0.026,-0.029,0.003,-0.035,
-0.054,-0.056,-0.039,-0.056,
-0.059,-0.06,-0.039,-0.072,
-0.066,-0.064,-0.055,-0.083,
0.003,0.005,0.043,-0.02,
-0.095,-0.092,-0.062,-0.126,
-0.07,-0.08,-0.02,-0.095,
-0.073,-0.066,-0.04,-0.13,
-0.033,-0.042,0.007,-0.053,
-0.021,-0.012,0.031,-0.071,
-0.039,-0.038,-0.006,-0.066,
-0.065,-0.065,-0.049,-0.077,
-0.019,-0.013,0.013,-0.05,
-0.072,-0.07,-0.033,-0.1,
-0.059,-0.062,-0.016,-0.083,
-0.037,-0.029,-0.011,-0.06,
0.025,0.026,0.053,0.016,
-0.036,-0.035,0.045,-0.07,
-0.15,-0.166,-0.08,-0.196,
-0.058,-0.059,-0.045,-0.059,
-0.043,-0.044,-0.025,-0.068,
-0.008,-0.009,0.026,-0.036,
0.009,0.007,0.076,-0.02,
-0.026,-0.024,-0.008,-0.041,
0.015,0.011,0.056,-0.019,
-0.065,-0.066,-0.027,-0.096,
-0.148,-0.159,-0.105,-0.199,
-0.008,-0.016,0.017,-0.016,
-0.017,-0.024,0.04,-0.068,
0.003,0.003,0.019,-0.015,
-0.059,-0.062,-0.013,-0.084,
-0.023,-0.026,-0.012,-0.029,
-0.015,-0.01,0.006,-0.051,
-0.046,-0.044,-0.024,-0.059,
-0.067,-0.061,-0.045,-0.102,
-0.045,-0.039,-0.024,-0.078,
-0.028,-0.03,-0.019,-0.039,
0.012,0.01,0.02,0.004,
-0.064,-0.065,-0.048,-0.079,
0.007,-0.014,0.14,-0.064,
0.027,0.041,0.041,-0.034,
-0.029,-0.024,-0.024,-0.05,
-0.14,-0.138,-0.112,-0.157,
0.03,0.032,0.043,0.018,
0.028,0.027,0.032,0.027,
0.06,0.054,0.08,0.05,
-0.063,-0.055,-0.039,-0.098,
-0.097,-0.099,-0.077,-0.107,
-0.021,-0.015,0.01,-0.059,
-0.098,-0.098,-0.04,-0.113,
-0.033,-0.033,-0.026,-0.038,
-0.016,-0.021,0.058,-0.031,
-0.09,-0.078,-0.01,-0.188,
-0.038,-0.027,0.022,-0.092,
-0.054,-0.052,-0.037,-0.064,
-0.063,-0.058,-0.035,-0.089,
-0.043,-0.039,-0.035,-0.06,
0.008,0.007,0.029,-0.004,
-0.065,-0.065,-0.05,-0.083,
-0.055,-0.052,-0.016,-0.103,
-0.001,-0.004,0.012,-0.008,
0.008,0.007,0.017,0.001,
-0.1,-0.098,-0.061,-0.158,
-0.051,-0.05,-0.04,-0.068,
-0.007,0.001,0.01,-0.068,
0.024,0.022,0.055,-0.003,
0.018,0.019,0.054,-0.034,
-0.023,-0.027,0.003,-0.033,
-0.019,-0.021,0.006,-0.041,
-0.038,-0.041,-0.024,-0.049,
0.078,0.073,0.093,0.065,
-0.017,-0.022,0.016,-0.048,
-0.011,-0.009,0.017,-0.03,
-0.033,-0.033,-0.021,-0.052,
-0.004,0.006,0.01,-0.031,
-0.044,-0.043,-0.028,-0.054,
-0.028,-0.032,-0.014,-0.032,
-0.121,-0.12,-0.043,-0.164,
-0,-0.004,0.036,-0.004,
-0.054,-0.051,-0.035,-0.078,
0.001,-0.001,0.018,-0.001,
-0.103,-0.103,-0.088,-0.129,
-0.017,-0.011,0,-0.051,
-0.005,-0.01,0.025,-0.032,
0.111,0.116,0.166,0.053,
0,0.001,0.001,-0.006,
-0.052,-0.044,-0.013,-0.161,
-0.001,0.004,0.004,-0.02,
-0.062,-0.066,-0.039,-0.078,
-0.062,-0.057,-0.024,-0.099,
-0.104,-0.119,-0.031,-0.157,
0.022,0.012,0.091,0.012,
-0.036,-0.033,-0.014,-0.057,
-0.054,-0.057,-0.024,-0.058,
-0.047,-0.057,0.007,-0.057,
0.008,0.005,0.036,-0.006,




Further Data analysis of all test cases 
avg med max min 
AVGs,0.296,0.292,0.356,0.229,
AVGs,0.296,0.292,0.356,0.229,
AVGs,0.296,0.292,0.356,0.229,
AVGs,0.296,0.292,0.356,0.229,


AVGs,-0.296,-0.292,-0.229,-0.356,
AVGs,-0.296,-0.292,-0.229,-0.356,
AVGs,-0.296,-0.292,-0.229,-0.356,
AVGs,-0.296,-0.292,-0.229,-0.356,


AVGs,0.303,0.301,0.383,0.225,
MEDs,0.303,0.301,0.383,0.225,
MEDs,0.303,0.301,0.383,0.225,
MEDs,0.303,0.301,0.383,0.225,


AVGs,-0.009,0,0.106,-0.123,
MEDs,-0.009,0,0.106,-0.123,
MEDs,-0.009,0,0.106,-0.123,
MEDs,-0.009,0,0.106,-0.123,


AVGs,-0.033,-0.033,0.111,-0.15,
MEDs,-0.033,-0.032,0.116,-0.166,
MAXs,-0.002,-0.009,0.166,-0.112,
MINs,-0.058,-0.057,0.065,-0.199,



