96016,48000,2
96023,48000,2
96007,48000,2
96017,48000,2
96011,48000,2
96020,48000,2
96016,48000,2
96018,48000,2
96017,48000,2
96010,48000,2
96014,48000,2
96011,48000,2
96016,48000,2
96010,48000,2
96025,48000,2
96019,48000,2
96007,48000,2
96008,48000,2
96007,48000,2
96010,48000,2
96014,48000,2
96011,48000,2
96009,48000,2
96016,48000,2
96016,48000,2
96016,48000,2
96017,48000,2
96017,48000,2
96012,48000,2
96009,48000,2
96007,48000,2
96017,48000,2
96014,48000,2
96023,48000,2
96017,48000,2
96020,48000,2
96022,48000,2
96022,48000,2
96014,48000,2
96020,48000,2
96016,48000,2
96010,48000,2
96022,48000,2
96009,48000,2
96008,48000,2
96020,48000,2
96010,48000,2
96010,48000,2
96022,48000,2
96007,48000,2
96014,48000,2
96013,48000,2
96017,48000,2
96007,48000,2
96014,48000,2
96012,48000,2
96008,48000,2
96014,48000,2
96015,48000,2
96019,48000,2
96002,48000,2
96019,48000,2
96014,48000,2
96014,48000,2
96027,48000,2
96012,48000,2
96007,48000,2
96010,48000,2
96006,48000,2
96008,48000,2
96012,48000,2
96014,48000,2
96016,48000,2
96018,48000,2
96013,48000,2
96011,48000,2
96014,48000,2
96012,48000,2
96021,48000,2
96011,48000,2
96019,48000,2
96006,48000,2
96007,48000,2
96012,48000,2
96019,48000,2
96014,48000,2
96008,48000,2
96014,48000,2
96008,48000,2
96015,48000,2
96008,48000,2
96020,48000,2
96019,48000,2
96016,48000,2
96004,48000,2
96008,48000,2
96020,48000,2
96000,48000,2
96012,48000,2
96015,48000,2

