

Data analysis for each instance 
AVG,MED,MAX,MIN
-0.086,-0.086,-0.086,-0.086,
-0.022,-0.022,-0.022,-0.022,
-0.028,-0.028,-0.028,-0.028,
-0.018,-0.018,-0.018,-0.018,
-0.045,-0.045,-0.045,-0.045,
-0.029,-0.029,-0.029,-0.029,
0.023,0.023,0.023,0.023,
-0.008,-0.008,-0.008,-0.008,
-0.04,-0.04,-0.04,-0.04,
-0.032,-0.032,-0.032,-0.032,
-0.001,-0.001,-0.001,-0.001,
-0.046,-0.046,-0.046,-0.046,
-0.006,-0.006,-0.006,-0.006,
-0.051,-0.051,-0.051,-0.051,
-0.007,-0.007,-0.007,-0.007,
0.003,0.003,0.003,0.003,
0.024,0.024,0.024,0.024,
-0.009,-0.009,-0.009,-0.009,
0.055,0.055,0.055,0.055,
-0.059,-0.059,-0.059,-0.059,
-0.003,-0.003,-0.003,-0.003,
-0.034,-0.034,-0.034,-0.034,
-0.047,-0.047,-0.047,-0.047,
-0.055,-0.055,-0.055,-0.055,
-0.015,-0.015,-0.015,-0.015,
-0.036,-0.036,-0.036,-0.036,
-0.026,-0.026,-0.026,-0.026,
-0.012,-0.012,-0.012,-0.012,
-0.055,-0.055,-0.055,-0.055,
-0.037,-0.037,-0.037,-0.037,
-0.022,-0.022,-0.022,-0.022,
-0.043,-0.043,-0.043,-0.043,
-0.07,-0.07,-0.07,-0.07,
-0.019,-0.019,-0.019,-0.019,
-0.06,-0.06,-0.06,-0.06,
0.002,0.002,0.002,0.002,
-0.033,-0.033,-0.033,-0.033,
-0.037,-0.037,-0.037,-0.037,
-0.07,-0.07,-0.07,-0.07,
-0.038,-0.038,-0.038,-0.038,
-0.044,-0.044,-0.044,-0.044,
-0.02,-0.02,-0.02,-0.02,
-0.039,-0.039,-0.039,-0.039,
-0.083,-0.083,-0.083,-0.083,
-0.035,-0.035,-0.035,-0.035,
-0.004,-0.004,-0.004,-0.004,
-0.05,-0.05,-0.05,-0.05,
0.021,0.021,0.021,0.021,
-0.034,-0.034,-0.034,-0.034,
-0.006,-0.006,-0.006,-0.006,
-0.005,-0.005,-0.005,-0.005,
-0.003,-0.003,-0.003,-0.003,
0.012,0.012,0.012,0.012,
-0.027,-0.027,-0.027,-0.027,
-0.084,-0.084,-0.084,-0.084,
-0.02,-0.02,-0.02,-0.02,
0.019,0.019,0.019,0.019,
-0.044,-0.044,-0.044,-0.044,
-0.031,-0.031,-0.031,-0.031,
-0.001,-0.001,-0.001,-0.001,
-0.025,-0.025,-0.025,-0.025,
-0.028,-0.028,-0.028,-0.028,
-0.031,-0.031,-0.031,-0.031,
-0.053,-0.053,-0.053,-0.053,
-0.024,-0.024,-0.024,-0.024,
0.027,0.027,0.027,0.027,
-0.001,-0.001,-0.001,-0.001,
-0.05,-0.05,-0.05,-0.05,
-0.025,-0.025,-0.025,-0.025,
-0.045,-0.045,-0.045,-0.045,
-0.02,-0.02,-0.02,-0.02,
-0.041,-0.041,-0.041,-0.041,
-0.05,-0.05,-0.05,-0.05,
-0.07,-0.07,-0.07,-0.07,
-0.021,-0.021,-0.021,-0.021,
0.014,0.014,0.014,0.014,
-0.041,-0.041,-0.041,-0.041,
-0.007,-0.007,-0.007,-0.007,
-0.058,-0.058,-0.058,-0.058,
0.008,0.008,0.008,0.008,
-0.033,-0.033,-0.033,-0.033,
-0.071,-0.071,-0.071,-0.071,
0.003,0.003,0.003,0.003,
-0.05,-0.05,-0.05,-0.05,
-0.034,-0.034,-0.034,-0.034,
-0.027,-0.027,-0.027,-0.027,
-0.104,-0.104,-0.104,-0.104,
-0.076,-0.076,-0.076,-0.076,
-0.008,-0.008,-0.008,-0.008,
-0.077,-0.077,-0.077,-0.077,
0.001,0.001,0.001,0.001,
-0.027,-0.027,-0.027,-0.027,
-0.03,-0.03,-0.03,-0.03,
-0.034,-0.034,-0.034,-0.034,
-0.062,-0.062,-0.062,-0.062,
-0.062,-0.062,-0.062,-0.062,
-0.039,-0.039,-0.039,-0.039,
-0.039,-0.039,-0.039,-0.039,
-0.038,-0.038,-0.038,-0.038,
-0.056,-0.056,-0.056,-0.056,


0.124,0.124,0.124,0.124,
-0.008,-0.008,-0.008,-0.008,
0.029,0.029,0.029,0.029,
0,0,0,0,
0.061,0.061,0.061,0.061,
0.012,0.012,0.012,0.012,
0.043,0.043,0.043,0.043,
0.036,0.036,0.036,0.036,
-0.025,-0.025,-0.025,-0.025,
-0.015,-0.015,-0.015,-0.015,
0.007,0.007,0.007,0.007,
0.027,0.027,0.027,0.027,
-0.01,-0.01,-0.01,-0.01,
0.018,0.018,0.018,0.018,
0.016,0.016,0.016,0.016,
-0.025,-0.025,-0.025,-0.025,
-0.057,-0.057,-0.057,-0.057,
-0.02,-0.02,-0.02,-0.02,
-0.08,-0.08,-0.08,-0.08,
0.046,0.046,0.046,0.046,
