19222,48000,0.4
19244,48000,0.4
19235,48000,0.4
19239,48000,0.4
19215,48000,0.4
19256,48000,0.4
19244,48000,0.4
19250,48000,0.4
19247,48000,0.4
19223,48000,0.4
19259,48000,0.4
19221,48000,0.4
19230,48000,0.4
19224,48000,0.4
19251,48000,0.4
19244,48000,0.4
19218,48000,0.4
19246,48000,0.4
19225,48000,0.4
19224,48000,0.4
19237,48000,0.4
19225,48000,0.4
19233,48000,0.4
19252,48000,0.4
19245,48000,0.4
19262,48000,0.4
19237,48000,0.4
19241,48000,0.4
19230,48000,0.4
19228,48000,0.4
19230,48000,0.4
19250,48000,0.4
19238,48000,0.4
19256,48000,0.4
19262,48000,0.4
19237,48000,0.4
19242,48000,0.4
19266,48000,0.4
19236,48000,0.4
19248,48000,0.4
19237,48000,0.4
19231,48000,0.4
19250,48000,0.4
19231,48000,0.4
19232,48000,0.4
19243,48000,0.4
19225,48000,0.4
19217,48000,0.4
19267,48000,0.4
19220,48000,0.4
19243,48000,0.4
19238,48000,0.4
19237,48000,0.4
19231,48000,0.4
19252,48000,0.4
19237,48000,0.4
19226,48000,0.4
19257,48000,0.4
19240,48000,0.4
19264,48000,0.4
19234,48000,0.4
19256,48000,0.4
19265,48000,0.4
19233,48000,0.4
19240,48000,0.4
19232,48000,0.4
19221,48000,0.4
19252,48000,0.4
19217,48000,0.4
19248,48000,0.4
19235,48000,0.4
19230,48000,0.4
19254,48000,0.4
19263,48000,0.4
19243,48000,0.4
19235,48000,0.4
19241,48000,0.4
19236,48000,0.4
19258,48000,0.4
19225,48000,0.4
19251,48000,0.4
19238,48000,0.4
19217,48000,0.4
19253,48000,0.4
19245,48000,0.4
19237,48000,0.4
19213,48000,0.4
19229,48000,0.4
19213,48000,0.4
19246,48000,0.4
19227,48000,0.4
19250,48000,0.4
19258,48000,0.4
19229,48000,0.4
19227,48000,0.4
19229,48000,0.4
19232,48000,0.4
19245,48000,0.4
19228,48000,0.4
19225,48000,0.4

