57623,48000,1.2
57642,48000,1.2
57633,48000,1.2
57632,48000,1.2
57622,48000,1.2
57656,48000,1.2
57642,48000,1.2
57645,48000,1.2
57646,48000,1.2
57623,48000,1.2
57665,48000,1.2
57623,48000,1.2
57631,48000,1.2
57620,48000,1.2
57653,48000,1.2
57643,48000,1.2
57617,48000,1.2
57642,48000,1.2
57620,48000,1.2
57624,48000,1.2
57637,48000,1.2
57625,48000,1.2
57633,48000,1.2
57651,48000,1.2
57645,48000,1.2
57661,48000,1.2
57638,48000,1.2
57642,48000,1.2
57628,48000,1.2
57632,48000,1.2
57630,48000,1.2
57646,48000,1.2
57636,48000,1.2
57653,48000,1.2
57658,48000,1.2
57634,48000,1.2
57640,48000,1.2
57668,48000,1.2
57633,48000,1.2
57650,48000,1.2
57639,48000,1.2
57629,48000,1.2
57650,48000,1.2
57629,48000,1.2
57634,48000,1.2
57645,48000,1.2
57623,48000,1.2
57622,48000,1.2
57674,48000,1.2
57623,48000,1.2
57640,48000,1.2
57639,48000,1.2
57640,48000,1.2
57634,48000,1.2
57651,48000,1.2
57638,48000,1.2
57626,48000,1.2
57662,48000,1.2
57637,48000,1.2
57666,48000,1.2
57635,48000,1.2
57665,48000,1.2
57666,48000,1.2
57632,48000,1.2
57645,48000,1.2
57631,48000,1.2
57622,48000,1.2
57651,48000,1.2
57616,48000,1.2
57651,48000,1.2
57632,48000,1.2
57626,48000,1.2
57652,48000,1.2
57666,48000,1.2
57635,48000,1.2
57634,48000,1.2
57644,48000,1.2
57642,48000,1.2
57661,48000,1.2
57625,48000,1.2
57654,48000,1.2
57642,48000,1.2
57617,48000,1.2
57652,48000,1.2
57644,48000,1.2
57634,48000,1.2
57612,48000,1.2
57629,48000,1.2
57613,48000,1.2
57640,48000,1.2
57626,48000,1.2
57656,48000,1.2
57655,48000,1.2
57635,48000,1.2
57626,48000,1.2
57630,48000,1.2
57632,48000,1.2
57646,48000,1.2
57629,48000,1.2
57627,48000,1.2

