

Data analysis for each instance 
AVG,MED,MAX,MIN
0.941,0.941,0.941,0.941,
0.945,0.945,0.945,0.945,
0.99,0.99,0.99,0.99,
0.937,0.937,0.937,0.937,
0.98,0.98,0.98,0.98,
0.942,0.942,0.942,0.942,
1,1,1,1,
0.972,0.972,0.972,0.972,
0.962,0.962,0.962,0.962,


0.902,0.902,0.902,0.902,
1,1,1,1,
0.967,0.967,0.967,0.967,
0.981,0.981,0.981,0.981,
0.95,0.95,0.95,0.95,
1,1,1,1,
0.904,0.904,0.904,0.904,
0.985,0.985,0.985,0.985,
1,1,1,1,
0.928,0.928,0.928,0.928,
0.965,0.965,0.965,0.965,
0.994,0.994,0.994,0.994,
0.952,0.952,0.952,0.952,
1,1,1,1,
0.976,0.976,0.976,0.976,
0.992,0.992,0.992,0.992,
0.87,0.87,0.87,0.87,
0.952,0.952,0.952,0.952,
0.956,0.956,0.956,0.956,
1,1,1,1,
0.871,0.871,0.871,0.871,
0.973,0.973,0.973,0.973,
0.961,0.961,0.961,0.961,
1,1,1,1,
0.997,0.997,0.997,0.997,
0.99,0.99,0.99,0.99,
0.956,0.956,0.956,0.956,
0.974,0.974,0.974,0.974,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.994,0.994,0.994,0.994,
0.97,0.97,0.97,0.97,
0.956,0.956,0.956,0.956,
1,1,1,1,
0.971,0.971,0.971,0.971,
0.964,0.964,0.964,0.964,
0.96,0.96,0.96,0.96,
1,1,1,1,
0.988,0.988,0.988,0.988,
0.918,0.918,0.918,0.918,
0.935,0.935,0.935,0.935,
0.963,0.963,0.963,0.963,
0.976,0.976,0.976,0.976,
0.94,0.94,0.94,0.94,
0.932,0.932,0.932,0.932,
0.945,0.945,0.945,0.945,
0.981,0.981,0.981,0.981,
0.957,0.957,0.957,0.957,
0.946,0.946,0.946,0.946,
0.944,0.944,0.944,0.944,
0.94,0.94,0.94,0.94,
0.984,0.984,0.984,0.984,
0.94,0.94,0.94,0.94,
0.988,0.988,0.988,0.988,
0.813,0.813,0.813,0.813,
1,1,1,1,
0.97,0.97,0.97,0.97,
0.963,0.963,0.963,0.963,
0.976,0.976,0.976,0.976,
0.994,0.994,0.994,0.994,
1,1,1,1,
0.991,0.991,0.991,0.991,
0.972,0.972,0.972,0.972,
0.978,0.978,0.978,0.978,
0.958,0.958,0.958,0.958,
0.954,0.954,0.954,0.954,
0.915,0.915,0.915,0.915,
0.907,0.907,0.907,0.907,
0.876,0.876,0.876,0.876,
0.938,0.938,0.938,0.938,
0.969,0.969,0.969,0.969,
0.956,0.956,0.956,0.956,
0.962,0.962,0.962,0.962,
0.972,0.972,0.972,0.972,
0.948,0.948,0.948,0.948,
0.994,0.994,0.994,0.994,
0.999,0.999,0.999,0.999,
0.996,0.996,0.996,0.996,
0.934,0.934,0.934,0.934,
0.952,0.952,0.952,0.952,
0.948,0.948,0.948,0.948,
0.981,0.981,0.981,0.981,
0.833,0.833,0.833,0.833,
0.992,0.992,0.992,0.992,
0.989,0.989,0.989,0.989,
0.899,0.899,0.899,0.899,
0.893,0.893,0.893,0.893,
0.864,0.864,0.864,0.864,
0.969,0.969,0.969,0.969,
0.879,0.879,0.879,0.879,
1,1,1,1,
0.937,0.937,0.937,0.937,
0.982,0.982,0.982,0.982,
0.951,0.951,0.951,0.951,
1,1,1,1,
0.972,0.972,0.972,0.972,
0.924,0.924,0.924,0.924,
0.926,0.926,0.926,0.926,
0.952,0.952,0.952,0.952,


0.856,0.856,0.856,0.856,
0.962,0.962,0.962,0.962,
0.975,0.975,0.975,0.975,
0.981,0.981,0.981,0.981,
1,1,1,1,
0.996,0.996,0.996,0.996,
0.931,0.931,0.931,0.931,
0.966,0.966,0.966,0.966,
0.932,0.932,0.932,0.932,
1,1,1,1,
0.965,0.965,0.965,0.965,
0.968,0.968,0.968,0.968,
0.911,0.911,0.911,0.911,
1,1,1,1,
0.986,0.986,0.986,0.986,
0.99,0.99,0.99,0.99,
0.821,0.821,0.821,0.821,
0.965,0.965,0.965,0.965,
0.951,0.951,0.951,0.951,
0.929,0.929,0.929,0.929,
0.842,0.842,0.842,0.842,
0.967,0.967,0.967,0.967,
0.961,0.961,0.961,0.961,
0.989,0.989,0.989,0.989,
1,1,1,1,
0.951,0.951,0.951,0.951,
1,1,1,1,
0.95,0.95,0.95,0.95,
0.984,0.984,0.984,0.984,
0.983,0.983,0.983,0.983,
0.87,0.87,0.87,0.87,
0.992,0.992,0.992,0.992,
1,1,1,1,
0.93,0.93,0.93,0.93,
0.992,0.992,0.992,0.992,
0.968,0.968,0.968,0.968,
0.981,0.981,0.981,0.981,
0.911,0.911,0.911,0.911,
0.943,0.943,0.943,0.943,
0.985,0.985,0.985,0.985,
0.925,0.925,0.925,0.925,
0.935,0.935,0.935,0.935,
0.943,0.943,0.943,0.943,
0.976,0.976,0.976,0.976,
0.908,0.908,0.908,0.908,
0.939,0.939,0.939,0.939,
0.964,0.964,0.964,0.964,
0.941,0.941,0.941,0.941,
0.956,0.956,0.956,0.956,
0.946,0.946,0.946,0.946,
0.944,0.944,0.944,0.944,
0.955,0.955,0.955,0.955,
0.983,0.983,0.983,0.983,
0.919,0.919,0.919,0.919,
0.981,0.981,0.981,0.981,
0.869,0.869,0.869,0.869,
1,1,1,1,
1,1,1,1,
0.961,0.961,0.961,0.961,
0.965,0.965,0.965,0.965,
0.985,0.985,0.985,0.985,
0.967,0.967,0.967,0.967,
0.963,0.963,0.963,0.963,
0.984,0.984,0.984,0.984,
0.99,0.99,0.99,0.99,
0.941,0.941,0.941,0.941,
0.954,0.954,0.954,0.954,
0.956,0.956,0.956,0.956,
0.907,0.907,0.907,0.907,
0.876,0.876,0.876,0.876,
0.938,0.938,0.938,0.938,
0.954,0.954,0.954,0.954,
0.923,0.923,0.923,0.923,
0.947,0.947,0.947,0.947,
0.921,0.921,0.921,0.921,
1,1,1,1,
1,1,1,1,
0.993,0.993,0.993,0.993,
0.996,0.996,0.996,0.996,
0.946,0.946,0.946,0.946,
0.938,0.938,0.938,0.938,
0.948,0.948,0.948,0.948,
0.927,0.927,0.927,0.927,
0.83,0.83,0.83,0.83,
0.985,0.985,0.985,0.985,
1,1,1,1,
0.969,0.969,0.969,0.969,
0.846,0.846,0.846,0.846,
0.94,0.94,0.94,0.94,
0.932,0.932,0.932,0.932,
0.879,0.879,0.879,0.879,
0.977,0.977,0.977,0.977,
0.953,0.953,0.953,0.953,
0.997,0.997,0.997,0.997,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.893,0.893,0.893,0.893,
0.92,0.92,0.92,0.92,
0.937,0.937,0.937,0.937,




Further Data analysis of all test cases 
avg med max min 
AVGs,0.986,0.999,1,0.92,
MEDs,0.986,0.999,1,0.92,
MEDs,0.986,0.999,1,0.92,
MEDs,0.986,0.999,1,0.92,


AVGs,0.965,0.97,1,0.847,
MEDs,0.965,0.97,1,0.847,
MEDs,0.965,0.97,1,0.847,
MEDs,0.965,0.97,1,0.847,


AVGs,0.959,0.966,1,0.813,
MEDs,0.959,0.966,1,0.813,
MEDs,0.959,0.966,1,0.813,
MEDs,0.959,0.966,1,0.813,


AVGs,0.953,0.961,1,0.821,
MEDs,0.953,0.961,1,0.821,
MEDs,0.953,0.961,1,0.821,
MEDs,0.953,0.961,1,0.821,



