

Data analysis for each instance 
AVG,MED,MAX,MIN
0.965,0.965,0.965,0.965,
1,1,1,1,
0.869,0.869,0.869,0.869,
1,1,1,1,
0.975,0.975,0.975,0.975,
0.971,0.971,0.971,0.971,
0.977,0.977,0.977,0.977,
0.997,0.997,0.997,0.997,
0.989,0.989,0.989,0.989,
0.891,0.891,0.891,0.891,
0.914,0.914,0.914,0.914,
1,1,1,1,
0.971,0.971,0.971,0.971,
0.956,0.956,0.956,0.956,
0.98,0.98,0.98,0.98,
0.978,0.978,0.978,0.978,
0.857,0.857,0.857,0.857,
0.936,0.936,0.936,0.936,
1,1,1,1,
0.974,0.974,0.974,0.974,
0.971,0.971,0.971,0.971,
0.84,0.84,0.84,0.84,
0.954,0.954,0.954,0.954,
1,1,1,1,
0.956,0.956,0.956,0.956,
0.945,0.945,0.945,0.945,
0.996,0.996,0.996,0.996,
0.986,0.986,0.986,0.986,
1,1,1,1,
0.824,0.824,0.824,0.824,
0.982,0.982,0.982,0.982,


1,1,1,1,
0.938,0.938,0.938,0.938,
0.74,0.74,0.74,0.74,
0.983,0.983,0.983,0.983,
0.885,0.885,0.885,0.885,
0.934,0.934,0.934,0.934,
1,1,1,1,
1,1,1,1,
0.9,0.9,0.9,0.9,
0.991,0.991,0.991,0.991,
0.856,0.856,0.856,0.856,
1,1,1,1,
0.913,0.913,0.913,0.913,
0.771,0.771,0.771,0.771,
0.936,0.936,0.936,0.936,
0.96,0.96,0.96,0.96,
0.907,0.907,0.907,0.907,
0.927,0.927,0.927,0.927,
0.978,0.978,0.978,0.978,
0.954,0.954,0.954,0.954,
0.924,0.924,0.924,0.924,
0.864,0.864,0.864,0.864,
0.937,0.937,0.937,0.937,
0.804,0.804,0.804,0.804,
1,1,1,1,
0.935,0.935,0.935,0.935,
0.927,0.927,0.927,0.927,
0.983,0.983,0.983,0.983,
0.932,0.932,0.932,0.932,
0.819,0.819,0.819,0.819,
0.916,0.916,0.916,0.916,
0.926,0.926,0.926,0.926,
1,1,1,1,
0.755,0.755,0.755,0.755,
0.988,0.988,0.988,0.988,
0.977,0.977,0.977,0.977,
0.922,0.922,0.922,0.922,
0.892,0.892,0.892,0.892,
0.962,0.962,0.962,0.962,
0.901,0.901,0.901,0.901,
0.928,0.928,0.928,0.928,
0.916,0.916,0.916,0.916,
0.961,0.961,0.961,0.961,
0.879,0.879,0.879,0.879,
0.953,0.953,0.953,0.953,
0.956,0.956,0.956,0.956,
0.883,0.883,0.883,0.883,
0.915,0.915,0.915,0.915,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.965,0.965,0.965,0.965,
0.969,0.969,0.969,0.969,
0.822,0.822,0.822,0.822,
0.98,0.98,0.98,0.98,
0.976,0.976,0.976,0.976,
1,1,1,1,
0.945,0.945,0.945,0.945,
0.906,0.906,0.906,0.906,
1,1,1,1,
0.906,0.906,0.906,0.906,
0.903,0.903,0.903,0.903,
0.861,0.861,0.861,0.861,
0.878,0.878,0.878,0.878,
1,1,1,1,
1,1,1,1,
0.914,0.914,0.914,0.914,
1,1,1,1,
1,1,1,1,
0.951,0.951,0.951,0.951,
0.963,0.963,0.963,0.963,
0.838,0.838,0.838,0.838,
0.872,0.872,0.872,0.872,
0.984,0.984,0.984,0.984,
0.928,0.928,0.928,0.928,
0.951,0.951,0.951,0.951,
0.934,0.934,0.934,0.934,
1,1,1,1,
0.971,0.971,0.971,0.971,
0.925,0.925,0.925,0.925,
0.989,0.989,0.989,0.989,
0.971,0.971,0.971,0.971,
0.938,0.938,0.938,0.938,
0.968,0.968,0.968,0.968,
0.947,0.947,0.947,0.947,
0.864,0.864,0.864,0.864,
0.906,0.906,0.906,0.906,
0.966,0.966,0.966,0.966,
0.929,0.929,0.929,0.929,
0.913,0.913,0.913,0.913,
0.824,0.824,0.824,0.824,
1,1,1,1,
0.958,0.958,0.958,0.958,
0.978,0.978,0.978,0.978,
0.8,0.8,0.8,0.8,
1,1,1,1,
0.96,0.96,0.96,0.96,
0.952,0.952,0.952,0.952,
0.828,0.828,0.828,0.828,
0.942,0.942,0.942,0.942,


0.927,0.927,0.927,0.927,
0.955,0.955,0.955,0.955,
0.728,0.728,0.728,0.728,
0.984,0.984,0.984,0.984,
0.967,0.967,0.967,0.967,
0.983,0.983,0.983,0.983,
0.945,0.945,0.945,0.945,
0.898,0.898,0.898,0.898,
0.979,0.979,0.979,0.979,
0.999,0.999,0.999,0.999,
0.896,0.896,0.896,0.896,
0.94,0.94,0.94,0.94,
1,1,1,1,
0.722,0.722,0.722,0.722,
0.942,0.942,0.942,0.942,
0.961,0.961,0.961,0.961,
0.932,0.932,0.932,0.932,
0.995,0.995,0.995,0.995,
0.937,0.937,0.937,0.937,
0.883,0.883,0.883,0.883,
0.944,0.944,0.944,0.944,
0.877,0.877,0.877,0.877,
0.998,0.998,0.998,0.998,
0.847,0.847,0.847,0.847,
0.912,0.912,0.912,0.912,
0.918,0.918,0.918,0.918,
0.987,0.987,0.987,0.987,
0.996,0.996,0.996,0.996,
1,1,1,1,
0.841,0.841,0.841,0.841,
0.955,0.955,0.955,0.955,
0.944,0.944,0.944,0.944,
0.967,0.967,0.967,0.967,
0.751,0.751,0.751,0.751,
0.956,0.956,0.956,0.956,
0.965,0.965,0.965,0.965,
0.976,0.976,0.976,0.976,
0.933,0.933,0.933,0.933,
1,1,1,1,
0.909,0.909,0.909,0.909,
0.887,0.887,0.887,0.887,
0.943,0.943,0.943,0.943,
0.946,0.946,0.946,0.946,
0.87,0.87,0.87,0.87,
0.953,0.953,0.953,0.953,
0.956,0.956,0.956,0.956,
0.875,0.875,0.875,0.875,
1,1,1,1,
0.927,0.927,0.927,0.927,
0.958,0.958,0.958,0.958,
0.987,0.987,0.987,0.987,
1,1,1,1,
0.918,0.918,0.918,0.918,
0.937,0.937,0.937,0.937,
0.976,0.976,0.976,0.976,
0.956,0.956,0.956,0.956,
0.974,0.974,0.974,0.974,
0.938,0.938,0.938,0.938,
0.923,0.923,0.923,0.923,
0.997,0.997,0.997,0.997,
0.98,0.98,0.98,0.98,
0.944,0.944,0.944,0.944,
0.961,0.961,0.961,0.961,
0.922,0.922,0.922,0.922,
0.948,0.948,0.948,0.948,
0.985,0.985,0.985,0.985,
1,1,1,1,
0.885,0.885,0.885,0.885,
0.947,0.947,0.947,0.947,
0.936,0.936,0.936,0.936,
0.943,0.943,0.943,0.943,
1,1,1,1,
0.941,0.941,0.941,0.941,
0.995,0.995,0.995,0.995,
0.972,0.972,0.972,0.972,
0.924,0.924,0.924,0.924,
0.964,0.964,0.964,0.964,
0.927,0.927,0.927,0.927,
0.983,0.983,0.983,0.983,
0.899,0.899,0.899,0.899,
0.994,0.994,0.994,0.994,
0.971,0.971,0.971,0.971,
0.889,0.889,0.889,0.889,
1,1,1,1,
0.975,0.975,0.975,0.975,
0.863,0.863,0.863,0.863,
0.906,0.906,0.906,0.906,
0.95,0.95,0.95,0.95,
0.929,0.929,0.929,0.929,
0.975,0.975,0.975,0.975,
0.83,0.83,0.83,0.83,
0.933,0.933,0.933,0.933,
0.963,0.963,0.963,0.963,
0.948,0.948,0.948,0.948,
0.8,0.8,0.8,0.8,
0.99,0.99,0.99,0.99,
0.931,0.931,0.931,0.931,
0.958,0.958,0.958,0.958,
0.856,0.856,0.856,0.856,
1,1,1,1,


0.885,0.885,0.885,0.885,
0.934,0.934,0.934,0.934,
0.71,0.71,0.71,0.71,
0.976,0.976,0.976,0.976,
0.857,0.857,0.857,0.857,
0.96,0.96,0.96,0.96,
0.938,0.938,0.938,0.938,
0.898,0.898,0.898,0.898,
0.888,0.888,0.888,0.888,
0.999,0.999,0.999,0.999,
0.887,0.887,0.887,0.887,
0.94,0.94,0.94,0.94,
0.93,0.93,0.93,0.93,
0.722,0.722,0.722,0.722,
0.938,0.938,0.938,0.938,
0.92,0.92,0.92,0.92,
0.917,0.917,0.917,0.917,
0.964,0.964,0.964,0.964,
0.954,0.954,0.954,0.954,
0.842,0.842,0.842,0.842,
0.876,0.876,0.876,0.876,
0.877,0.877,0.877,0.877,
1,1,1,1,
0.873,0.873,0.873,0.873,
0.979,0.979,0.979,0.979,
0.922,0.922,0.922,0.922,
0.932,0.932,0.932,0.932,
0.955,0.955,0.955,0.955,
0.911,0.911,0.911,0.911,
0.871,0.871,0.871,0.871,
0.955,0.955,0.955,0.955,
0.918,0.918,0.918,0.918,
0.908,0.908,0.908,0.908,
0.78,0.78,0.78,0.78,
0.954,0.954,0.954,0.954,
0.93,0.93,0.93,0.93,
0.935,0.935,0.935,0.935,
0.909,0.909,0.909,0.909,
0.977,0.977,0.977,0.977,
0.924,0.924,0.924,0.924,
0.961,0.961,0.961,0.961,
0.879,0.879,0.879,0.879,
0.95,0.95,0.95,0.95,
0.87,0.87,0.87,0.87,
0.953,0.953,0.953,0.953,
0.96,0.96,0.96,0.96,
0.922,0.922,0.922,0.922,
0.962,0.962,0.962,0.962,
0.872,0.872,0.872,0.872,
0.958,0.958,0.958,0.958,
0.987,0.987,0.987,0.987,
0.985,0.985,0.985,0.985,
0.933,0.933,0.933,0.933,
0.869,0.869,0.869,0.869,
0.93,0.93,0.93,0.93,
1,1,1,1,
0.974,0.974,0.974,0.974,
0.998,0.998,0.998,0.998,
0.835,0.835,0.835,0.835,
0.998,0.998,0.998,0.998,
0.89,0.89,0.89,0.89,
0.907,0.907,0.907,0.907,
0.891,0.891,0.891,0.891,
0.918,0.918,0.918,0.918,
0.964,0.964,0.964,0.964,
0.915,0.915,0.915,0.915,
0.914,0.914,0.914,0.914,
0.885,0.885,0.885,0.885,
0.947,0.947,0.947,0.947,
0.936,0.936,0.936,0.936,
0.943,0.943,0.943,0.943,
0.854,0.854,0.854,0.854,
0.912,0.912,0.912,0.912,
1,1,1,1,
0.954,0.954,0.954,0.954,
1,1,1,1,
0.928,0.928,0.928,0.928,
0.964,0.964,0.964,0.964,
0.882,0.882,0.882,0.882,
0.925,0.925,0.925,0.925,
0.995,0.995,0.995,0.995,
0.971,0.971,0.971,0.971,
1,1,1,1,
0.918,0.918,0.918,0.918,
0.961,0.961,0.961,0.961,
0.814,0.814,0.814,0.814,
1,1,1,1,
0.777,0.777,0.777,0.777,
0.929,0.929,0.929,0.929,
0.938,0.938,0.938,0.938,
0.808,0.808,0.808,0.808,
0.949,0.949,0.949,0.949,
0.961,0.961,0.961,0.961,
0.939,0.939,0.939,0.939,
0.904,0.904,0.904,0.904,
0.972,0.972,0.972,0.972,
0.944,0.944,0.944,0.944,
0.939,0.939,0.939,0.939,
0.82,0.82,0.82,0.82,
0.971,0.971,0.971,0.971,


0.969,0.969,0.969,0.969,
0.996,0.996,0.996,0.996,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.982,0.982,0.982,0.982,
0.916,0.916,0.916,0.916,
0.911,0.911,0.911,0.911,
0.899,0.899,0.899,0.899,
0.941,0.941,0.941,0.941,
1,1,1,1,
0.975,0.975,0.975,0.975,
0.919,0.919,0.919,0.919,
1,1,1,1,
0.98,0.98,0.98,0.98,
1,1,1,1,
0.985,0.985,0.985,0.985,
0.932,0.932,0.932,0.932,
0.952,0.952,0.952,0.952,
1,1,1,1,
0.926,0.926,0.926,0.926,
1,1,1,1,
0.924,0.924,0.924,0.924,
1,1,1,1,
0.948,0.948,0.948,0.948,
1,1,1,1,
0.963,0.963,0.963,0.963,
0.966,0.966,0.966,0.966,
0.987,0.987,0.987,0.987,
1,1,1,1,
1,1,1,1,
0.959,0.959,0.959,0.959,
0.932,0.932,0.932,0.932,
1,1,1,1,
0.952,0.952,0.952,0.952,
0.976,0.976,0.976,0.976,
1,1,1,1,
1,1,1,1,
0.941,0.941,0.941,0.941,
1,1,1,1,
0.93,0.93,0.93,0.93,
0.942,0.942,0.942,0.942,
1,1,1,1,
1,1,1,1,
0.903,0.903,0.903,0.903,
1,1,1,1,
0.934,0.934,0.934,0.934,
0.981,0.981,0.981,0.981,
0.914,0.914,0.914,0.914,
1,1,1,1,
0.947,0.947,0.947,0.947,
0.965,0.965,0.965,0.965,
1,1,1,1,
0.963,0.963,0.963,0.963,
0.956,0.956,0.956,0.956,
0.919,0.919,0.919,0.919,
0.99,0.99,0.99,0.99,
0.952,0.952,0.952,0.952,
1,1,1,1,
0.965,0.965,0.965,0.965,
1,1,1,1,
0.926,0.926,0.926,0.926,
1,1,1,1,
1,1,1,1,
0.972,0.972,0.972,0.972,
0.992,0.992,0.992,0.992,
0.989,0.989,0.989,0.989,
0.895,0.895,0.895,0.895,
1,1,1,1,
1,1,1,1,
0.987,0.987,0.987,0.987,
0.997,0.997,0.997,0.997,
0.961,0.961,0.961,0.961,
0.963,0.963,0.963,0.963,
1,1,1,1,
0.993,0.993,0.993,0.993,
1,1,1,1,
0.986,0.986,0.986,0.986,
1,1,1,1,
1,1,1,1,
0.964,0.964,0.964,0.964,
1,1,1,1,
0.941,0.941,0.941,0.941,
0.911,0.911,0.911,0.911,
0.956,0.956,0.956,0.956,
1,1,1,1,
0.927,0.927,0.927,0.927,
0.961,0.961,0.961,0.961,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.947,0.947,0.947,0.947,
0.95,0.95,0.95,0.95,
1,1,1,1,
1,1,1,1,
0.984,0.984,0.984,0.984,
1,1,1,1,
0.919,0.919,0.919,0.919,
1,1,1,1,
0.993,0.993,0.993,0.993,


0.904,0.904,0.904,0.904,
0.938,0.938,0.938,0.938,
0.723,0.723,0.723,0.723,
0.953,0.953,0.953,0.953,
0.868,0.868,0.868,0.868,
0.973,0.973,0.973,0.973,
0.918,0.918,0.918,0.918,
0.948,0.948,0.948,0.948,
0.906,0.906,0.906,0.906,
1,1,1,1,
0.856,0.856,0.856,0.856,
0.97,0.97,0.97,0.97,
0.922,0.922,0.922,0.922,
0.764,0.764,0.764,0.764,
0.95,0.95,0.95,0.95,
0.95,0.95,0.95,0.95,
0.925,0.925,0.925,0.925,
0.944,0.944,0.944,0.944,
1,1,1,1,
0.915,0.915,0.915,0.915,
0.92,0.92,0.92,0.92,
0.877,0.877,0.877,0.877,
0.954,0.954,0.954,0.954,
0.816,0.816,0.816,0.816,
0.968,0.968,0.968,0.968,
0.911,0.911,0.911,0.911,
0.941,0.941,0.941,0.941,
0.955,0.955,0.955,0.955,
0.947,0.947,0.947,0.947,
0.863,0.863,0.863,0.863,
0.916,0.916,0.916,0.916,
0.935,0.935,0.935,0.935,
0.909,0.909,0.909,0.909,
0.755,0.755,0.755,0.755,
0.933,0.933,0.933,0.933,
0.977,0.977,0.977,0.977,
0.951,0.951,0.951,0.951,
0.88,0.88,0.88,0.88,
0.947,0.947,0.947,0.947,
0.894,0.894,0.894,0.894,
0.936,0.936,0.936,0.936,
0.916,0.916,0.916,0.916,
0.933,0.933,0.933,0.933,
0.87,0.87,0.87,0.87,
0.953,0.953,0.953,0.953,
0.933,0.933,0.933,0.933,
0.922,0.922,0.922,0.922,
0.959,0.959,0.959,0.959,
0.885,0.885,0.885,0.885,
0.958,0.958,0.958,0.958,
0.932,0.932,0.932,0.932,
0.939,0.939,0.939,0.939,
0.913,0.913,0.913,0.913,
0.844,0.844,0.844,0.844,
0.963,0.963,0.963,0.963,
0.985,0.985,0.985,0.985,
0.974,0.974,0.974,0.974,
0.978,0.978,0.978,0.978,
0.906,0.906,0.906,0.906,
0.971,0.971,0.971,0.971,
0.919,0.919,0.919,0.919,
0.905,0.905,0.905,0.905,
0.911,0.911,0.911,0.911,
0.874,0.874,0.874,0.874,
0.996,0.996,0.996,0.996,
0.931,0.931,0.931,0.931,
0.914,0.914,0.914,0.914,
0.907,0.907,0.907,0.907,
0.947,0.947,0.947,0.947,
0.951,0.951,0.951,0.951,
0.954,0.954,0.954,0.954,
0.829,0.829,0.829,0.829,
0.882,0.882,0.882,0.882,
0.974,0.974,0.974,0.974,
0.962,0.962,0.962,0.962,
0.95,0.95,0.95,0.95,
0.928,0.928,0.928,0.928,
0.939,0.939,0.939,0.939,
0.904,0.904,0.904,0.904,
0.925,0.925,0.925,0.925,
0.977,0.977,0.977,0.977,
0.971,0.971,0.971,0.971,
1,1,1,1,
0.933,0.933,0.933,0.933,
1,1,1,1,
0.836,0.836,0.836,0.836,
0.906,0.906,0.906,0.906,
0.874,0.874,0.874,0.874,
0.929,0.929,0.929,0.929,
0.931,0.931,0.931,0.931,
0.817,0.817,0.817,0.817,
0.927,0.927,0.927,0.927,
0.97,0.97,0.97,0.97,
0.938,0.938,0.938,0.938,
0.8,0.8,0.8,0.8,
0.99,0.99,0.99,0.99,
0.926,0.926,0.926,0.926,
0.916,0.916,0.916,0.916,
0.803,0.803,0.803,0.803,
0.995,0.995,0.995,0.995,




Further Data analysis of all test cases 
avg med max min 
AVGs,0.955,0.976,1,0.704,
MEDs,0.955,0.976,1,0.704,
MEDs,0.955,0.976,1,0.704,
MEDs,0.955,0.976,1,0.704,


AVGs,0.933,0.94,1,0.74,
MEDs,0.933,0.94,1,0.74,
MEDs,0.933,0.94,1,0.74,
MEDs,0.933,0.94,1,0.74,


AVGs,0.939,0.948,1,0.722,
MEDs,0.939,0.948,1,0.722,
MEDs,0.939,0.948,1,0.722,
MEDs,0.939,0.948,1,0.722,


AVGs,0.923,0.933,1,0.71,
MEDs,0.923,0.933,1,0.71,
MEDs,0.923,0.933,1,0.71,
MEDs,0.923,0.933,1,0.71,


AVGs,0.972,0.986,1,0.895,
MEDs,0.972,0.986,1,0.895,
MEDs,0.972,0.986,1,0.895,
MEDs,0.972,0.986,1,0.895,


AVGs,0.922,0.931,1,0.723,
MEDs,0.922,0.931,1,0.723,
MEDs,0.922,0.931,1,0.723,
MEDs,0.922,0.931,1,0.723,



