

Data analysis for each instance 
AVG,MED,MAX,MIN
-0.009,-0.009,-0.009,-0.009,
-0.079,-0.079,-0.079,-0.079,
-0.005,-0.005,-0.005,-0.005,
-0.011,-0.011,-0.011,-0.011,
-0.051,-0.051,-0.051,-0.051,
-0.033,-0.033,-0.033,-0.033,
-0.023,-0.023,-0.023,-0.023,
0.002,0.002,0.002,0.002,
0.008,0.008,0.008,0.008,
-0.029,-0.029,-0.029,-0.029,
-0.043,-0.043,-0.043,-0.043,
-0.04,-0.04,-0.04,-0.04,
-0.015,-0.015,-0.015,-0.015,
0,0,0,0,
-0.072,-0.072,-0.072,-0.072,
0.004,0.004,0.004,0.004,
-0.003,-0.003,-0.003,-0.003,
-0.023,-0.023,-0.023,-0.023,
0.003,0.003,0.003,0.003,
-0.013,-0.013,-0.013,-0.013,
-0.025,-0.025,-0.025,-0.025,
-0.025,-0.025,-0.025,-0.025,
-0.001,-0.001,-0.001,-0.001,
0.022,0.022,0.022,0.022,
-0.013,-0.013,-0.013,-0.013,
-0.05,-0.05,-0.05,-0.05,
-0.027,-0.027,-0.027,-0.027,
-0.005,-0.005,-0.005,-0.005,
-0.079,-0.079,-0.079,-0.079,
-0.034,-0.034,-0.034,-0.034,
0,0,0,0,
-0.008,-0.008,-0.008,-0.008,
-0.021,-0.021,-0.021,-0.021,
-0.008,-0.008,-0.008,-0.008,
-0.039,-0.039,-0.039,-0.039,
-0.004,-0.004,-0.004,-0.004,
-0.044,-0.044,-0.044,-0.044,
0.004,0.004,0.004,0.004,
0.006,0.006,0.006,0.006,
-0.084,-0.084,-0.084,-0.084,
-0.021,-0.021,-0.021,-0.021,
-0.011,-0.011,-0.011,-0.011,
0.016,0.016,0.016,0.016,
0,0,0,0,
-0.013,-0.013,-0.013,-0.013,
-0.009,-0.009,-0.009,-0.009,
-0.073,-0.073,-0.073,-0.073,
0.001,0.001,0.001,0.001,
-0.033,-0.033,-0.033,-0.033,
0.007,0.007,0.007,0.007,
-0.002,-0.002,-0.002,-0.002,
-0.01,-0.01,-0.01,-0.01,
0.031,0.031,0.031,0.031,
-0.018,-0.018,-0.018,-0.018,
-0.021,-0.021,-0.021,-0.021,
-0.01,-0.01,-0.01,-0.01,
0,0,0,0,
-0.063,-0.063,-0.063,-0.063,
-0.039,-0.039,-0.039,-0.039,
-0.03,-0.03,-0.03,-0.03,
-0.008,-0.008,-0.008,-0.008,
-0.073,-0.073,-0.073,-0.073,
-0.061,-0.061,-0.061,-0.061,
-0.02,-0.02,-0.02,-0.02,
-0.008,-0.008,-0.008,-0.008,
-0.065,-0.065,-0.065,-0.065,
-0.008,-0.008,-0.008,-0.008,
-0.043,-0.043,-0.043,-0.043,
0.017,0.017,0.017,0.017,
0.004,0.004,0.004,0.004,
-0.001,-0.001,-0.001,-0.001,
-0.06,-0.06,-0.06,-0.06,
-0.071,-0.071,-0.071,-0.071,
-0.048,-0.048,-0.048,-0.048,
-0.022,-0.022,-0.022,-0.022,
0.053,0.053,0.053,0.053,
-0.078,-0.078,-0.078,-0.078,
0.008,0.008,0.008,0.008,
-0.072,-0.072,-0.072,-0.072,
0.003,0.003,0.003,0.003,
-0.017,-0.017,-0.017,-0.017,
0.002,0.002,0.002,0.002,
0.009,0.009,0.009,0.009,
-0.001,-0.001,-0.001,-0.001,
-0.003,-0.003,-0.003,-0.003,
-0.023,-0.023,-0.023,-0.023,
-0.039,-0.039,-0.039,-0.039,
-0.077,-0.077,-0.077,-0.077,
0.003,0.003,0.003,0.003,
-0.007,-0.007,-0.007,-0.007,
-0.013,-0.013,-0.013,-0.013,
-0.009,-0.009,-0.009,-0.009,
-0.05,-0.05,-0.05,-0.05,
-0.014,-0.014,-0.014,-0.014,
0.031,0.031,0.031,0.031,
-0.018,-0.018,-0.018,-0.018,
-0.08,-0.08,-0.08,-0.08,
-0.049,-0.049,-0.049,-0.049,
-0.018,-0.018,-0.018,-0.018,
-0.039,-0.039,-0.039,-0.039,


-0.022,-0.022,-0.022,-0.022,
0.073,0.073,0.073,0.073,
0.009,0.009,0.009,0.009,
0.076,0.076,0.076,0.076,
0.127,0.127,0.127,0.127,
-0.034,-0.034,-0.034,-0.034,
0.029,0.029,0.029,0.029,
-0.004,-0.004,-0.004,-0.004,
-0.015,-0.015,-0.015,-0.015,
0.014,0.014,0.014,0.014,
0.055,0.055,0.055,0.055,
-0.002,-0.002,-0.002,-0.002,
0.071,0.071,0.071,0.071,
-0.009,-0.009,-0.009,-0.009,
-0.027,-0.027,-0.027,-0.027,
-0.001,-0.001,-0.001,-0.001,
0.014,0.014,0.014,0.014,
0.012,0.012,0.012,0.012,
-0.003,-0.003,-0.003,-0.003,
-0.039,-0.039,-0.039,-0.039,
0.022,0.022,0.022,0.022,
0.007,0.007,0.007,0.007,
0.009,0.009,0.009,0.009,
0.035,0.035,0.035,0.035,
-0.007,-0.007,-0.007,-0.007,
0.036,0.036,0.036,0.036,
0.014,0.014,0.014,0.014,
0.005,0.005,0.005,0.005,
0.069,0.069,0.069,0.069,
0.095,0.095,0.095,0.095,
0.003,0.003,0.003,0.003,
0.005,0.005,0.005,0.005,
0.004,0.004,0.004,0.004,
0.014,0.014,0.014,0.014,
-0.053,-0.053,-0.053,-0.053,
-0.058,-0.058,-0.058,-0.058,
0.023,0.023,0.023,0.023,
-0.002,-0.002,-0.002,-0.002,
0.013,0.013,0.013,0.013,
0.049,0.049,0.049,0.049,
0.006,0.006,0.006,0.006,
0,0,0,0,
-0.071,-0.071,-0.071,-0.071,
0.007,0.007,0.007,0.007,
0.005,0.005,0.005,0.005,
-0.002,-0.002,-0.002,-0.002,
0.09,0.09,0.09,0.09,
-0.013,-0.013,-0.013,-0.013,
0.004,0.004,0.004,0.004,
0.006,0.006,0.006,0.006,
0.001,0.001,0.001,0.001,
0.013,0.013,0.013,0.013,
-0.034,-0.034,-0.034,-0.034,
0.034,0.034,0.034,0.034,
-0.02,-0.02,-0.02,-0.02,
-0.011,-0.011,-0.011,-0.011,
-0.001,-0.001,-0.001,-0.001,
0.067,0.067,0.067,0.067,
0.042,0.042,0.042,0.042,
0.048,0.048,0.048,0.048,
0.015,0.015,0.015,0.015,
0.058,0.058,0.058,0.058,
0.058,0.058,0.058,0.058,
-0.011,-0.011,-0.011,-0.011,
-0.011,-0.011,-0.011,-0.011,
0.061,0.061,0.061,0.061,
-0.005,-0.005,-0.005,-0.005,
-0.009,-0.009,-0.009,-0.009,
-0.02,-0.02,-0.02,-0.02,
0.015,0.015,0.015,0.015,
-0.006,-0.006,-0.006,-0.006,
0.075,0.075,0.075,0.075,
0.074,0.074,0.074,0.074,
-0.008,-0.008,-0.008,-0.008,
0.007,0.007,0.007,0.007,
-0.015,-0.015,-0.015,-0.015,
0.005,0.005,0.005,0.005,
0.004,0.004,0.004,0.004,
0.073,0.073,0.073,0.073,
0.082,0.082,0.082,0.082,
0.001,0.001,0.001,0.001,
0,0,0,0,
-0.015,-0.015,-0.015,-0.015,
-0.001,-0.001,-0.001,-0.001,
-0.001,-0.001,-0.001,-0.001,
0.015,0.015,0.015,0.015,
0.026,0.026,0.026,0.026,
0.017,0.017,0.017,0.017,
-0.059,-0.059,-0.059,-0.059,
0.04,0.04,0.04,0.04,
0.086,0.086,0.086,0.086,
-0.017,-0.017,-0.017,-0.017,
-0.011,-0.011,-0.011,-0.011,
0.031,0.031,0.031,0.031,
0,0,0,0,
-0.01,-0.01,-0.01,-0.01,
0.012,0.012,0.012,0.012,
0.061,0.061,0.061,0.061,
0.034,0.034,0.034,0.034,
