

Data analysis for each instance 
AVG,MED,MAX,MIN
1,1,1,1,
0.957,0.957,0.957,0.957,
0.998,0.998,0.998,0.998,
1,1,1,1,
0.978,0.978,0.978,0.978,
0.962,0.962,0.962,0.962,
1,1,1,1,
1,1,1,1,
0.98,0.98,0.98,0.98,
0.972,0.972,0.972,0.972,
1,1,1,1,
0.975,0.975,0.975,0.975,
1,1,1,1,
0.953,0.953,0.953,0.953,
0.992,0.992,0.992,0.992,
0.978,0.978,0.978,0.978,
1,1,1,1,
1,1,1,1,
0.996,0.996,0.996,0.996,
0.996,0.996,0.996,0.996,
1,1,1,1,
0.988,0.988,0.988,0.988,
1,1,1,1,
0.997,0.997,0.997,0.997,
0.943,0.943,0.943,0.943,
1,1,1,1,
0.99,0.99,0.99,0.99,
1,1,1,1,
0.988,0.988,0.988,0.988,
0.955,0.955,0.955,0.955,
0.92,0.92,0.92,0.92,
0.952,0.952,0.952,0.952,
0.984,0.984,0.984,0.984,
0.996,0.996,0.996,0.996,
0.979,0.979,0.979,0.979,
1,1,1,1,
1,1,1,1,
0.973,0.973,0.973,0.973,
0.973,0.973,0.973,0.973,
0.991,0.991,0.991,0.991,
1,1,1,1,
0.991,0.991,0.991,0.991,
0.969,0.969,0.969,0.969,
1,1,1,1,
0.989,0.989,0.989,0.989,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.992,0.992,0.992,0.992,
1,1,1,1,
1,1,1,1,
0.939,0.939,0.939,0.939,
0.992,0.992,0.992,0.992,
0.926,0.926,0.926,0.926,
0.969,0.969,0.969,0.969,
1,1,1,1,
0.939,0.939,0.939,0.939,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.965,0.965,0.965,0.965,
1,1,1,1,
0.932,0.932,0.932,0.932,
1,1,1,1,
1,1,1,1,
0.951,0.951,0.951,0.951,
0.959,0.959,0.959,0.959,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.991,0.991,0.991,0.991,
0.983,0.983,0.983,0.983,
0.981,0.981,0.981,0.981,
1,1,1,1,
1,1,1,1,
0.964,0.964,0.964,0.964,
0.977,0.977,0.977,0.977,
0.959,0.959,0.959,0.959,
1,1,1,1,
1,1,1,1,
