76822,48000,1.6
76845,48000,1.6
76839,48000,1.6
76838,48000,1.6
76827,48000,1.6
76862,48000,1.6
76840,48000,1.6
76847,48000,1.6
76847,48000,1.6
76825,48000,1.6
76857,48000,1.6
76819,48000,1.6
76832,48000,1.6
76826,48000,1.6
76845,48000,1.6
76846,48000,1.6
76817,48000,1.6
76845,48000,1.6
76826,48000,1.6
76822,48000,1.6
76835,48000,1.6
76823,48000,1.6
76831,48000,1.6
76847,48000,1.6
76848,48000,1.6
76852,48000,1.6
76836,48000,1.6
76840,48000,1.6
76831,48000,1.6
76825,48000,1.6
76822,48000,1.6
76843,48000,1.6
76836,48000,1.6
76854,48000,1.6
76857,48000,1.6
76831,48000,1.6
76840,48000,1.6
76859,48000,1.6
76838,48000,1.6
76849,48000,1.6
76839,48000,1.6
76831,48000,1.6
76852,48000,1.6
76829,48000,1.6
76834,48000,1.6
76840,48000,1.6
76825,48000,1.6
76821,48000,1.6
76875,48000,1.6
76822,48000,1.6
76849,48000,1.6
76835,48000,1.6
76843,48000,1.6
76831,48000,1.6
76847,48000,1.6
76835,48000,1.6
76825,48000,1.6
76854,48000,1.6
76835,48000,1.6
76861,48000,1.6
76838,48000,1.6
76865,48000,1.6
76863,48000,1.6
76832,48000,1.6
76842,48000,1.6
76831,48000,1.6
76818,48000,1.6
76860,48000,1.6
76814,48000,1.6
76847,48000,1.6
76833,48000,1.6
76827,48000,1.6
76848,48000,1.6
76866,48000,1.6
76842,48000,1.6
76836,48000,1.6
76815,48000,1.6
76839,48000,1.6
76857,48000,1.6
76822,48000,1.6
76849,48000,1.6
76841,48000,1.6
76817,48000,1.6
76849,48000,1.6
76842,48000,1.6
76838,48000,1.6
76812,48000,1.6
76830,48000,1.6
76814,48000,1.6
76844,48000,1.6
76826,48000,1.6
76849,48000,1.6
76853,48000,1.6
76832,48000,1.6
76829,48000,1.6
76831,48000,1.6
76832,48000,1.6
76847,48000,1.6
76828,48000,1.6
76826,48000,1.6

