

Data analysis for each instance 
AVG,MED,MAX,MIN
0.969,0.969,0.969,0.969,
0.921,0.921,0.921,0.921,
0.995,0.995,0.995,0.995,
0.988,0.988,0.988,0.988,
0.949,0.949,0.949,0.949,
0.923,0.923,0.923,0.923,
0.956,0.956,0.956,0.956,
0.942,0.942,0.942,0.942,
0.982,0.982,0.982,0.982,
0.949,0.949,0.949,0.949,
0.957,0.957,0.957,0.957,
0.914,0.914,0.914,0.914,
0.917,0.917,0.917,0.917,
0.99,0.99,0.99,0.99,
0.899,0.899,0.899,0.899,
0.959,0.959,0.959,0.959,
0.99,0.99,0.99,0.99,
0.977,0.977,0.977,0.977,
1,1,1,1,
0.934,0.934,0.934,0.934,
0.974,0.974,0.974,0.974,
0.972,0.972,0.972,0.972,
0.933,0.933,0.933,0.933,
1,1,1,1,
0.966,0.966,0.966,0.966,
0.949,0.949,0.949,0.949,
0.962,0.962,0.962,0.962,
0.978,0.978,0.978,0.978,
0.921,0.921,0.921,0.921,
0.966,0.966,0.966,0.966,
1,1,1,1,
0.952,0.952,0.952,0.952,
0.969,0.969,0.969,0.969,
0.992,0.992,0.992,0.992,
0.9,0.9,0.9,0.9,
0.933,0.933,0.933,0.933,
0.956,0.956,0.956,0.956,
0.966,0.966,0.966,0.966,
0.962,0.962,0.962,0.962,
0.916,0.916,0.916,0.916,
0.965,0.965,0.965,0.965,
0.979,0.979,0.979,0.979,
0.944,0.944,0.944,0.944,
0.987,0.987,0.987,0.987,
0.971,0.971,0.971,0.971,
0.974,0.974,0.974,0.974,
0.927,0.927,0.927,0.927,
0.987,0.987,0.987,0.987,
0.933,0.933,0.933,0.933,
0.866,0.866,0.866,0.866,
0.998,0.998,0.998,0.998,
0.905,0.905,0.905,0.905,
0.996,0.996,0.996,0.996,
0.982,0.982,0.982,0.982,
0.94,0.94,0.94,0.94,
0.968,0.968,0.968,0.968,
0.999,0.999,0.999,0.999,
0.937,0.937,0.937,0.937,
0.961,0.961,0.961,0.961,
0.941,0.941,0.941,0.941,
0.979,0.979,0.979,0.979,
0.927,0.927,0.927,0.927,
0.939,0.939,0.939,0.939,
0.969,0.969,0.969,0.969,
0.962,0.962,0.962,0.962,
0.935,0.935,0.935,0.935,
0.987,0.987,0.987,0.987,
0.908,0.908,0.908,0.908,
0.995,0.995,0.995,0.995,
1,1,1,1,
0.993,0.993,0.993,0.993,
0.94,0.94,0.94,0.94,
0.929,0.929,0.929,0.929,
0.94,0.94,0.94,0.94,
0.959,0.959,0.959,0.959,
1,1,1,1,
0.901,0.901,0.901,0.901,
1,1,1,1,
0.922,0.922,0.922,0.922,
1,1,1,1,
0.962,0.962,0.962,0.962,
1,1,1,1,
0.993,0.993,0.993,0.993,
0.984,0.984,0.984,0.984,
0.971,0.971,0.971,0.971,
0.96,0.96,0.96,0.96,
0.921,0.921,0.921,0.921,
0.914,0.914,0.914,0.914,
0.931,0.931,0.931,0.931,
0.948,0.948,0.948,0.948,
0.988,0.988,0.988,0.988,
0.888,0.888,0.888,0.888,
0.94,0.94,0.94,0.94,
0.928,0.928,0.928,0.928,
0.979,0.979,0.979,0.979,
0.969,0.969,0.969,0.969,
0.92,0.92,0.92,0.92,
0.951,0.951,0.951,0.951,
0.965,0.965,0.965,0.965,
0.932,0.932,0.932,0.932,


0.979,0.979,0.979,0.979,
1,1,1,1,
0.999,0.999,0.999,0.999,
0.999,0.999,0.999,0.999,
1,1,1,1,
0.944,0.944,0.944,0.944,
0.979,0.979,0.979,0.979,
0.94,0.94,0.94,0.94,
0.975,0.975,0.975,0.975,
0.977,0.977,0.977,0.977,
1,1,1,1,
0.952,0.952,0.952,0.952,
1,1,1,1,
0.99,0.99,0.99,0.99,
0.969,0.969,0.969,0.969,
0.971,0.971,0.971,0.971,
0.993,0.993,0.993,0.993,
1,1,1,1,
0.997,0.997,0.997,0.997,
0.946,0.946,0.946,0.946,
1,1,1,1,
0.998,0.998,0.998,0.998,
0.934,0.934,0.934,0.934,
0.978,0.978,0.978,0.978,
0.994,0.994,0.994,0.994,
1,1,1,1,
0.989,0.989,0.989,0.989,
0.983,0.983,0.983,0.983,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.96,0.96,0.96,0.96,
0.989,0.989,0.989,0.989,
1,1,1,1,
0.927,0.927,0.927,0.927,
0.937,0.937,0.937,0.937,
1,1,1,1,
0.962,0.962,0.962,0.962,
0.956,0.956,0.956,0.956,
1,1,1,1,
0.986,0.986,0.986,0.986,
0.991,0.991,0.991,0.991,
0.928,0.928,0.928,0.928,
0.987,0.987,0.987,0.987,
0.983,0.983,0.983,0.983,
0.982,0.982,0.982,0.982,
1,1,1,1,
0.987,0.987,0.987,0.987,
0.965,0.965,0.965,0.965,
0.86,0.86,0.86,0.86,
1,1,1,1,
0.914,0.914,0.914,0.914,
0.965,0.965,0.965,0.965,
1,1,1,1,
0.96,0.96,0.96,0.96,
0.976,0.976,0.976,0.976,
0.999,0.999,0.999,0.999,
1,1,1,1,
1,1,1,1,
0.97,0.97,0.97,0.97,
0.987,0.987,0.987,0.987,
1,1,1,1,
1,1,1,1,
0.989,0.989,0.989,0.989,
0.971,0.971,0.971,0.971,
1,1,1,1,
0.995,0.995,0.995,0.995,
0.95,0.95,0.95,0.95,
0.978,0.978,0.978,0.978,
0.996,0.996,0.996,0.996,
0.994,0.994,0.994,0.994,
1,1,1,1,
1,1,1,1,
0.982,0.982,0.982,0.982,
0.981,0.981,0.981,0.981,
0.946,0.946,0.946,0.946,
0.981,0.981,0.981,0.981,
0.992,0.992,0.992,0.992,
0.993,0.993,0.993,0.993,
0.997,0.997,0.997,0.997,
0.979,0.979,0.979,0.979,
0.998,0.998,0.998,0.998,
0.985,0.985,0.985,0.985,
0.985,0.985,0.985,0.985,
0.975,0.975,0.975,0.975,
0.972,0.972,0.972,0.972,
0.959,0.959,0.959,0.959,
0.99,0.99,0.99,0.99,
0.928,0.928,0.928,0.928,
0.955,0.955,0.955,0.955,
1,1,1,1,
0.906,0.906,0.906,0.906,
0.989,0.989,0.989,0.989,
0.941,0.941,0.941,0.941,
0.95,0.95,0.95,0.95,
0.986,0.986,0.986,0.986,
1,1,1,1,
1,1,1,1,
0.983,0.983,0.983,0.983,
0.97,0.97,0.97,0.97,


1,1,1,1,
0.927,0.927,0.927,0.927,
0.99,0.99,0.99,0.99,
0.923,0.923,0.923,0.923,
0.873,0.873,0.873,0.873,
0.98,0.98,0.98,0.98,
0.951,0.951,0.951,0.951,
0.944,0.944,0.944,0.944,
0.986,0.986,0.986,0.986,
0.963,0.963,0.963,0.963,
0.946,0.946,0.946,0.946,
0.954,0.954,0.954,0.954,
0.929,0.929,0.929,0.929,
0.999,0.999,0.999,0.999,
0.996,0.996,0.996,0.996,
0.956,0.956,0.956,0.956,
0.979,0.979,0.979,0.979,
0.988,0.988,0.988,0.988,
1,1,1,1,
0.984,0.984,0.984,0.984,
0.978,0.978,0.978,0.978,
0.99,0.99,0.99,0.99,
0.926,0.926,0.926,0.926,
0.944,0.944,0.944,0.944,
0.99,0.99,0.99,0.99,
0.964,0.964,0.964,0.964,
0.975,0.975,0.975,0.975,
0.978,0.978,0.978,0.978,
0.931,0.931,0.931,0.931,
0.905,0.905,0.905,0.905,
0.997,0.997,0.997,0.997,
0.955,0.955,0.955,0.955,
0.986,0.986,0.986,0.986,
0.986,0.986,0.986,0.986,
0.989,0.989,0.989,0.989,
0.995,0.995,0.995,0.995,
0.977,0.977,0.977,0.977,
0.963,0.963,0.963,0.963,
0.944,0.944,0.944,0.944,
0.936,0.936,0.936,0.936,
0.979,0.979,0.979,0.979,
0.99,0.99,0.99,0.99,
1,1,1,1,
0.98,0.98,0.98,0.98,
0.979,0.979,0.979,0.979,
0.984,0.984,0.984,0.984,
0.91,0.91,0.91,0.91,
1,1,1,1,
0.961,0.961,0.961,0.961,
0.854,0.854,0.854,0.854,
0.999,0.999,0.999,0.999,
0.901,0.901,0.901,0.901,
0.999,0.999,0.999,0.999,
0.966,0.966,0.966,0.966,
0.98,0.98,0.98,0.98,
0.988,0.988,0.988,0.988,
1,1,1,1,
0.933,0.933,0.933,0.933,
0.958,0.958,0.958,0.958,
0.923,0.923,0.923,0.923,
0.972,0.972,0.972,0.972,
0.942,0.942,0.942,0.942,
0.942,0.942,0.942,0.942,
1,1,1,1,
0.981,0.981,0.981,0.981,
0.938,0.938,0.938,0.938,
1,1,1,1,
0.959,0.959,0.959,0.959,
0.998,0.998,0.998,0.998,
0.981,0.981,0.981,0.981,
1,1,1,1,
0.925,0.925,0.925,0.925,
0.927,0.927,0.927,0.927,
0.995,0.995,0.995,0.995,
0.974,0.974,0.974,0.974,
0.961,0.961,0.961,0.961,
0.976,0.976,0.976,0.976,
0.987,0.987,0.987,0.987,
0.921,0.921,0.921,0.921,
0.915,0.915,0.915,0.915,
0.977,0.977,0.977,0.977,
0.998,0.998,0.998,0.998,
1,1,1,1,
0.986,0.986,0.986,0.986,
0.975,0.975,0.975,0.975,
0.957,0.957,0.957,0.957,
0.933,0.933,0.933,0.933,
0.972,0.972,0.972,0.972,
0.986,0.986,0.986,0.986,
0.917,0.917,0.917,0.917,
0.914,0.914,0.914,0.914,
0.921,0.921,0.921,0.921,
1,1,1,1,
0.912,0.912,0.912,0.912,
0.95,0.95,0.95,0.95,
0.996,0.996,0.996,0.996,
0.988,0.988,0.988,0.988,
0.939,0.939,0.939,0.939,
0.95,0.95,0.95,0.95,
0.958,0.958,0.958,0.958,


0.988,0.988,0.988,0.988,
0.927,0.927,0.927,0.927,
0.996,0.996,0.996,0.996,
0.935,0.935,0.935,0.935,
0.955,0.955,0.955,0.955,
0.988,0.988,0.988,0.988,
0.91,0.91,0.91,0.91,
1,1,1,1,
0.988,0.988,0.988,0.988,
0.97,0.97,0.97,0.97,
0.944,0.944,0.944,0.944,
0.969,0.969,0.969,0.969,
0.919,0.919,0.919,0.919,
0.999,0.999,0.999,0.999,
1,1,1,1,
1,1,1,1,
0.994,0.994,0.994,0.994,
0.988,0.988,0.988,0.988,
0.977,0.977,0.977,0.977,
1,1,1,1,
0.994,0.994,0.994,0.994,
1,1,1,1,
0.924,0.924,0.924,0.924,
0.944,0.944,0.944,0.944,
1,1,1,1,
0.983,0.983,0.983,0.983,
1,1,1,1,
0.993,0.993,0.993,0.993,
0.94,0.94,0.94,0.94,
0.897,0.897,0.897,0.897,
0.997,0.997,0.997,0.997,
1,1,1,1,
1,1,1,1,
0.954,0.954,0.954,0.954,
1,1,1,1,
1,1,1,1,
0.993,0.993,0.993,0.993,
1,1,1,1,
0.944,0.944,0.944,0.944,
