

Data analysis for each instance 
AVG,MED,MAX,MIN
0.215,0.215,0.215,0.215,
0.273,0.273,0.273,0.273,
0.27,0.312,0.316,0.143,
0.222,0.222,0.222,0.222,
0.206,0.205,0.276,0.205,
0.208,0.208,0.208,0.208,
0.236,0.236,0.236,0.236,
0.156,0.156,0.156,0.156,
0.145,0.132,0.268,0.132,
0.168,0.168,0.168,0.168,
0.158,0.158,0.158,0.158,
0.343,0.342,0.347,0.34,
0.268,0.268,0.268,0.268,
0.306,0.305,0.34,0.305,
0.315,0.315,0.315,0.315,
0.202,0.202,0.202,0.202,
0,0,0,0,
0.24,0.24,0.24,0.24,
0.427,0.418,0.45,0.236,
0.185,0.185,0.185,0.185,
0.069,0.069,0.069,0.069,
0.189,0.189,0.189,0.189,
0.179,0.179,0.179,0.179,
0.291,0.291,0.291,0.291,
0.219,0.219,0.219,0.219,
0.165,0.165,0.165,0.165,
0.182,0.182,0.182,0.182,
0.454,0.454,0.47,0.454,
0.275,0.275,0.275,0.275,
0.412,0.317,0.541,0.146,
0,0,0,0,
0.085,0.085,0.085,0.085,
0.25,0.25,0.25,0.25,
0.246,0.246,0.246,0.246,
0.142,0.142,0.142,0.142,
0.338,0.367,0.373,0.3,
0.295,0.294,0.36,0.294,
0.292,0.292,0.292,0.292,
0.302,0.302,0.302,0.302,
0.25,0.25,0.25,0.25,
0.122,0.122,0.122,0.122,
0.294,0.294,0.294,0.294,
0.312,0.312,0.312,0.312,
0.465,0.481,0.492,0.348,
0.173,0.17,0.307,0.17,
0.18,0.18,0.18,0.18,
0.204,0.204,0.204,0.204,
0.12,0.12,0.12,0.12,
0.246,0.246,0.246,0.246,
0.252,0.251,0.299,0.251,
0.321,0.321,0.321,0.321,
0.28,0.28,0.28,0.28,
0.13,0.13,0.13,0.13,
0.106,0.106,0.106,0.106,
0.234,0.233,0.261,0.233,
0.277,0.277,0.277,0.277,
0.313,0.313,0.321,0.313,
0.207,0.207,0.207,0.207,
0.064,0.064,0.064,0.064,
0.198,0.198,0.198,0.198,
0.285,0.285,0.285,0.285,
0.397,0.404,0.406,0.389,
0.215,0.215,0.215,0.215,
0.268,0.268,0.268,0.268,
0.211,0.211,0.211,0.211,
0.271,0.269,0.313,0.269,
0.14,0.14,0.14,0.14,
0.129,0.129,0.129,0.129,
0.136,0.136,0.136,0.136,
0.186,0.186,0.186,0.186,
0.395,0.395,0.395,0.395,
0.116,0.116,0.116,0.116,
0.228,0.228,0.228,0.228,
0.275,0.275,0.275,0.275,
0.117,0.117,0.117,0.117,
0.319,0.311,0.329,0.294,
0.17,0.17,0.17,0.17,
0.239,0.239,0.239,0.239,
0.351,0.333,0.386,0.277,
0.182,0.205,0.257,0.152,
0.278,0.278,0.278,0.278,
0.224,0.224,0.224,0.224,
0.262,0.262,0.262,0.262,
0.089,0.089,0.089,0.089,
0.359,0.359,0.359,0.359,
0.101,0.101,0.101,0.101,
0,0,0,0,
0.057,0.057,0.057,0.057,
