

Data analysis for each instance 
AVG,MED,MAX,MIN
1,1,1,1,
1,1,1,1,
0.995,0.995,0.995,0.995,
0.973,0.973,0.973,0.973,
0.94,0.94,0.94,0.94,
0.999,0.999,0.999,0.999,
0.987,0.987,0.987,0.987,
0.989,0.989,0.989,0.989,
0.987,0.987,0.987,0.987,
0.976,0.976,0.976,0.976,
0.97,0.97,0.97,0.97,
0.977,0.977,0.977,0.977,
1,1,1,1,
0.95,0.95,0.95,0.95,
0.988,0.988,0.988,0.988,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.965,0.965,0.965,0.965,
0.983,0.983,0.983,0.983,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.94,0.94,0.94,0.94,
0.986,0.986,0.986,0.986,
1,1,1,1,
0.96,0.96,0.96,0.96,
0.941,0.941,0.941,0.941,
1,1,1,1,
0.974,0.974,0.974,0.974,
0.949,0.949,0.949,0.949,
1,1,1,1,
0.985,0.985,0.985,0.985,
0.997,0.997,0.997,0.997,
1,1,1,1,
1,1,1,1,
0.978,0.978,0.978,0.978,
1,1,1,1,
1,1,1,1,
0.971,0.971,0.971,0.971,
0.989,0.989,0.989,0.989,
0.98,0.98,0.98,0.98,
0.989,0.989,0.989,0.989,
1,1,1,1,
1,1,1,1,
0.987,0.987,0.987,0.987,
0.999,0.999,0.999,0.999,
1,1,1,1,
1,1,1,1,
0.999,0.999,0.999,0.999,
0.986,0.986,0.986,0.986,
0.999,0.999,0.999,0.999,
0.972,0.972,0.972,0.972,
1,1,1,1,
0.991,0.991,0.991,0.991,
1,1,1,1,
0.967,0.967,0.967,0.967,
0.994,0.994,0.994,0.994,
0.992,0.992,0.992,0.992,
1,1,1,1,
0.975,0.975,0.975,0.975,
1,1,1,1,
0.978,0.978,0.978,0.978,
0.996,0.996,0.996,0.996,
0.995,0.995,0.995,0.995,
0.959,0.959,0.959,0.959,
0.899,0.899,0.899,0.899,
0.966,0.966,0.966,0.966,
0.943,0.943,0.943,0.943,
0.974,0.974,0.974,0.974,
0.987,0.987,0.987,0.987,
0.988,0.988,0.988,0.988,
0.968,0.968,0.968,0.968,
1,1,1,1,
1,1,1,1,
0.988,0.988,0.988,0.988,
1,1,1,1,
0.99,0.99,0.99,0.99,
0.993,0.993,0.993,0.993,
0.983,0.983,0.983,0.983,
1,1,1,1,
0.971,0.971,0.971,0.971,
0.952,0.952,0.952,0.952,
0.988,0.988,0.988,0.988,
1,1,1,1,
1,1,1,1,
0.951,0.951,0.951,0.951,
0.98,0.98,0.98,0.98,
0.958,0.958,0.958,0.958,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.983,0.983,0.983,0.983,
0.982,0.982,0.982,0.982,
1,1,1,1,
1,1,1,1,
0.987,0.987,0.987,0.987,
1,1,1,1,
0.973,0.973,0.973,0.973,
1,1,1,1,


0.927,0.927,0.927,0.927,
0.969,0.969,0.969,0.969,
0.939,0.939,0.939,0.939,
1,1,1,1,
0.928,0.928,0.928,0.928,
1,1,1,1,
1,1,1,1,
0.983,0.983,0.983,0.983,
0.975,0.975,0.975,0.975,
1,1,1,1,
0.986,0.986,0.986,0.986,
0.966,0.966,0.966,0.966,
0.945,0.945,0.945,0.945,
1,1,1,1,
0.982,0.982,0.982,0.982,
1,1,1,1,
0.879,0.879,0.879,0.879,
0.964,0.964,0.964,0.964,
0.975,0.975,0.975,0.975,
0.898,0.898,0.898,0.898,
0.956,0.956,0.956,0.956,
0.978,0.978,0.978,0.978,
0.967,0.967,0.967,0.967,
0.94,0.94,0.94,0.94,
0.98,0.98,0.98,0.98,
0.988,0.988,0.988,0.988,
0.971,0.971,0.971,0.971,
0.926,0.926,0.926,0.926,
0.985,0.985,0.985,0.985,
0.938,0.938,0.938,0.938,
0.946,0.946,0.946,0.946,
0.997,0.997,0.997,0.997,
0.971,0.971,0.971,0.971,
1,1,1,1,
0.985,0.985,0.985,0.985,
0.957,0.957,0.957,0.957,
0.982,0.982,0.982,0.982,
0.991,0.991,0.991,0.991,
0.955,0.955,0.955,0.955,
0.961,0.961,0.961,0.961,
0.959,0.959,0.959,0.959,
0.955,0.955,0.955,0.955,
0.962,0.962,0.962,0.962,
0.956,0.956,0.956,0.956,
0.954,0.954,0.954,0.954,
0.978,0.978,0.978,0.978,
0.959,0.959,0.959,0.959,
0.999,0.999,0.999,0.999,
0.988,0.988,0.988,0.988,
0.943,0.943,0.943,0.943,
1,1,1,1,
0.967,0.967,0.967,0.967,
0.975,0.975,0.975,0.975,
0.97,0.97,0.97,0.97,
0.985,0.985,0.985,0.985,
0.983,0.983,0.983,0.983,
0.964,0.964,0.964,0.964,
0.965,0.965,0.965,0.965,
0.968,0.968,0.968,0.968,
0.98,0.98,0.98,0.98,
0.956,0.956,0.956,0.956,
0.98,0.98,0.98,0.98,
1,1,1,1,
1,1,1,1,
0.994,0.994,0.994,0.994,
0.973,0.973,0.973,0.973,
0.879,0.879,0.879,0.879,
0.981,0.981,0.981,0.981,
0.915,0.915,0.915,0.915,
0.963,0.963,0.963,0.963,
0.984,0.984,0.984,0.984,
0.982,0.982,0.982,0.982,
0.991,0.991,0.991,0.991,
0.958,0.958,0.958,0.958,
0.972,0.972,0.972,0.972,
0.963,0.963,0.963,0.963,
0.97,0.97,0.97,0.97,
1,1,1,1,
0.967,0.967,0.967,0.967,
1,1,1,1,
0.972,0.972,0.972,0.972,
0.978,0.978,0.978,0.978,
0.986,0.986,0.986,0.986,
1,1,1,1,
0.954,0.954,0.954,0.954,
0.984,0.984,0.984,0.984,
0.895,0.895,0.895,0.895,
