38422,48000,0.8
38443,48000,0.8
38438,48000,0.8
38439,48000,0.8
38428,48000,0.8
38452,48000,0.8
38441,48000,0.8
38451,48000,0.8
38449,48000,0.8
38425,48000,0.8
38459,48000,0.8
38422,48000,0.8
38429,48000,0.8
38425,48000,0.8
38449,48000,0.8
38444,48000,0.8
38420,48000,0.8
38447,48000,0.8
38425,48000,0.8
38425,48000,0.8
38437,48000,0.8
38425,48000,0.8
38435,48000,0.8
38451,48000,0.8
38440,48000,0.8
38458,48000,0.8
38436,48000,0.8
38439,48000,0.8
38430,48000,0.8
38427,48000,0.8
38426,48000,0.8
38448,48000,0.8
38439,48000,0.8
38458,48000,0.8
38462,48000,0.8
38434,48000,0.8
38441,48000,0.8
38461,48000,0.8
38433,48000,0.8
38451,48000,0.8
38434,48000,0.8
38432,48000,0.8
38451,48000,0.8
38428,48000,0.8
38433,48000,0.8
38445,48000,0.8
38424,48000,0.8
38418,48000,0.8
38468,48000,0.8
38420,48000,0.8
38449,48000,0.8
38436,48000,0.8
38438,48000,0.8
38431,48000,0.8
38453,48000,0.8
38434,48000,0.8
38426,48000,0.8
38458,48000,0.8
38435,48000,0.8
38469,48000,0.8
38434,48000,0.8
38459,48000,0.8
38464,48000,0.8
38432,48000,0.8
38442,48000,0.8
38427,48000,0.8
38418,48000,0.8
38457,48000,0.8
38415,48000,0.8
38447,48000,0.8
38434,48000,0.8
38429,48000,0.8
38450,48000,0.8
38463,48000,0.8
38446,48000,0.8
38438,48000,0.8
38432,48000,0.8
38437,48000,0.8
38454,48000,0.8
38422,48000,0.8
38449,48000,0.8
38440,48000,0.8
38419,48000,0.8
38452,48000,0.8
38446,48000,0.8
38438,48000,0.8
38412,48000,0.8
38432,48000,0.8
38413,48000,0.8
38444,48000,0.8
38424,48000,0.8
38448,48000,0.8
38455,48000,0.8
38430,48000,0.8
38426,48000,0.8
38431,48000,0.8
38432,48000,0.8
38446,48000,0.8
38432,48000,0.8
38428,48000,0.8

